cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
0,2,1,1,2,1,12,8,1,0,5,2,3,1,2,3,3,2,2,0,3,2,0,2,22,5,4
1,0,4,0,0,4,1,0,0,0,3,0,2,0,1,0,0,1,0,0,1,2,0,0,5,3,1
10,2,10,0,6,2,2,3,0,0,3,1,0,0,1,0,0,0,0,11,0,1,0,2,15,9,5
11,0,0,0,26,0,2,3,0,1,0,0,1,0,11,0,0,0,0,0,3,0,0,0,5,1,1
12,6,16,2,6,9,9,3,1,0,6,1,6,1,11,0,0,6,1,0,0,1,0,2,9,4,3
13,0,2,0,6,2,4,3,0,0,1,0,0,0,1,1,0,3,0,0,0,0,0,1,5,2,1
14,4,12,6,5,7,41,41,7,0,2,0,12,0,4,0,3,9,4,1,6,7,0,3,32,5,1
15,1,2,1,58,1,2,0,0,4,0,1,0,1,11,0,1,0,2,0,2,0,0,0,13,2,1
16,2,16,2,50,9,25,28,1,0,6,7,19,3,4,0,2,3,0,2,7,6,0,10,26,5,6
17,3,6,0,0,2,4,1,0,2,21,0,1,0,4,2,1,0,4,1,0,2,0,4,6,14,0
18,35,11,0,1,26,18,8,5,6,76,0,21,7,2,4,2,3,14,1,1,1,0,21,51,22,10
19,2,0,4,5,2,11,9,1,1,3,0,0,0,0,1,2,0,1,0,1,1,0,2,20,5,2
2,2,4,1,10,5,2,2,0,7,3,0,0,6,3,3,11,0,5,24,1,1,1,6,32,16,4
20,1,9,0,2,2,1,0,0,1,2,1,0,0,0,0,1,0,7,6,1,0,0,4,14,3,6
21,9,8,2,46,2,19,7,0,0,7,0,10,4,10,0,0,5,6,0,2,2,0,6,18,2,8
22,4,0,2,2,4,12,15,1,1,6,2,2,0,1,1,0,2,2,2,0,1,1,2,20,7,2
23,6,12,0,21,15,14,14,7,3,4,4,3,5,10,1,11,1,4,1,4,0,0,8,30,8,2
24,3,27,2,5,7,16,15,1,0,13,0,26,2,4,1,9,3,2,1,4,0,0,8,29,10,3
25,0,1,1,13,4,5,3,0,1,1,0,1,1,0,1,0,3,0,2,2,0,0,2,7,4,0
26,16,51,1,1,13,17,11,11,4,41,0,21,3,2,5,5,4,12,2,3,5,0,20,51,23,7
27,3,4,3,2,15,4,3,2,3,12,1,0,0,2,3,2,0,16,0,0,1,0,10,18,15,2
28,0,0,0,45,0,0,1,0,1,0,0,0,0,7,0,0,0,0,0,3,0,0,0,4,1,0
29,0,0,0,0,2,4,1,0,1,3,1,1,0,1,6,0,0,1,0,3,2,0,0,8,5,3
3,3,8,0,173,10,24,8,0,1,2,0,3,24,4,1,3,3,1,0,5,9,0,11,31,4,1
30,0,1,0,0,0,0,1,1,0,3,1,0,0,2,0,0,1,4,1,2,2,0,0,7,4,1
31,1,6,1,7,0,14,10,1,0,2,0,7,1,1,3,6,5,2,1,1,0,0,2,12,4,2
32,2,2,0,12,3,9,5,0,0,2,1,0,1,3,1,1,1,5,3,0,2,0,0,8,3,1
33,4,2,0,0,6,10,7,0,2,17,6,13,0,0,3,3,3,3,2,2,2,0,1,27,7,3
34,0,1,0,26,6,3,3,0,1,1,0,1,1,4,1,1,1,1,20,2,0,0,0,16,5,1
35,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2
36,2,5,0,6,5,14,12,2,1,2,14,5,1,0,0,3,0,0,0,6,13,0,1,10,3,1
37,7,2,0,0,3,9,3,0,2,40,0,1,0,0,3,2,2,2,0,0,2,0,3,19,13,5
38,2,29,0,2,4,7,2,2,1,6,0,12,1,1,0,0,4,2,0,2,2,0,2,8,2,6
39,2,2,0,24,5,8,10,1,1,3,0,0,0,8,1,2,0,0,2,3,1,0,2,13,3,7
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
5,0,1,2,7,1,5,5,1,0,4,3,5,1,2,3,1,2,2,0,5,1,0,0,15,3,2
6,0,2,0,2,1,4,12,2,0,2,0,74,0,0,0,0,2,0,0,1,2,0,3,6,3,0
7,4,13,0,0,3,32,15,3,4,9,0,9,1,2,1,2,0,3,0,8,1,0,3,18,10,4
8,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
9,6,1,7,24,16,43,23,2,1,4,3,4,23,12,2,1,5,2,0,2,17,5,5,28,6,1
