cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
cluster54,83,102,0,170,20,26,13,2,3,34,0,14,1,128,0,0,21,10,0,1,9,0,24,73,15,61
cluster50,221,220,19,640,68,148,165,13,6,70,2,220,44,166,9,13,58,144,2,8,29,0,58,300,18,135
cluster51,16,7,2,25,65,18,9,0,5,5,6,0,0,13,0,6,3,1,2,2,12,0,1,51,11,13
cluster52,80,57,9,54,53,78,61,11,3,43,61,11,10,20,4,43,16,23,0,5,8,0,45,118,34,18
cluster53,29,18,0,8,8,10,20,0,4,29,5,9,0,4,1,14,4,5,0,2,5,0,11,36,13,20
cluster10,19,44,1,131,17,26,29,1,2,69,538,4,0,35,0,19,6,23,0,4,7,0,57,97,34,24
cluster11,33,5,4,58,66,73,45,4,14,39,6,0,5,1,4,6,9,31,7,2,1,4,11,137,20,25
cluster12,162,109,12,136,60,137,189,16,11,26,20,20,17,21,4,29,18,93,3,2,10,0,46,225,37,16
cluster39,43,125,1,104,44,30,26,7,3,34,2,20,29,38,1,11,28,42,0,11,1,0,11,133,24,77
cluster14,42,58,4,207,58,192,112,15,17,14,11,36,9,37,7,61,24,31,1,15,8,0,27,160,36,45
cluster15,84,340,11,143,107,170,91,18,28,213,4,64,30,47,14,28,29,83,5,17,23,0,94,281,84,86
cluster16,88,18,11,42,51,183,47,9,12,21,28,8,4,53,3,87,14,24,0,11,3,0,27,118,18,1
cluster17,103,359,37,165,113,112,131,21,12,146,15,89,15,67,5,73,52,52,3,8,18,0,101,202,68,73
cluster18,57,75,9,21,38,63,67,10,16,131,12,11,2,11,14,31,11,70,1,8,11,0,57,169,74,27
cluster33,75,77,0,36,28,71,62,6,7,88,24,18,4,4,4,55,12,51,1,12,17,0,57,111,54,23
cluster30,139,206,5,715,56,118,56,3,4,74,9,39,59,286,1,2,41,14,0,10,70,0,18,322,29,84
cluster31,38,31,26,140,45,146,145,24,5,23,22,53,27,32,7,28,18,12,19,28,15,5,29,166,49,11
cluster36,135,438,6,209,164,77,60,21,30,233,7,62,25,65,6,60,22,67,2,6,14,0,162,289,105,132
cluster37,69,126,1,131,36,51,11,12,10,65,1,16,65,90,0,7,23,20,0,2,31,0,12,61,13,43
cluster34,45,42,50,419,30,106,508,9,8,22,1,321,11,22,0,1,15,8,1,16,16,6,28,314,38,11
cluster35,10,48,2,10,29,15,11,0,9,33,3,3,0,11,4,9,0,30,26,5,0,1,49,109,45,22
cluster13,36,97,4,73,42,40,53,4,21,87,30,28,8,24,6,33,5,27,0,10,26,0,56,83,46,29
cluster38,85,72,1,135,23,85,18,0,1,26,13,5,56,134,0,6,13,8,0,3,23,0,23,67,23,56
cluster49,416,1147,8,350,196,106,146,18,56,920,6,274,46,95,6,26,20,211,1,15,61,0,402,759,202,256
cluster48,46,27,12,98,76,65,51,3,13,143,6,29,11,31,22,18,16,32,14,7,9,3,11,135,65,29
cluster43,14,38,6,196,62,67,78,1,31,26,1,44,34,8,5,2,12,114,58,29,3,0,16,112,77,45
cluster42,34,19,1,3,17,65,6,0,1,202,4,4,0,2,11,6,5,46,0,4,1,0,45,140,37,36
cluster41,32,120,4,106,28,56,29,8,13,10,4,48,18,39,0,6,21,17,1,0,9,0,25,71,7,75
cluster40,64,641,4,66,76,46,113,10,22,99,1,73,73,69,7,2,45,62,0,13,21,0,25,159,47,77
cluster47,43,28,28,1145,109,194,176,9,8,21,6,7,413,24,10,22,16,2,0,33,98,11,62,311,38,2
cluster46,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
cluster45,26,54,49,160,36,257,287,25,2,31,8,438,32,58,2,11,84,32,2,18,23,1,69,181,23,14
cluster44,16,121,6,49,53,42,20,7,6,38,2,21,8,15,2,11,16,20,0,8,3,0,30,49,23,23
cluster29,151,163,28,276,105,384,292,7,5,45,23,131,81,117,8,24,96,54,0,27,56,2,59,291,47,28
cluster28,152,150,31,913,36,339,162,12,3,180,0,1330,25,207,3,8,98,68,5,17,67,0,50,383,27,128
cluster21,4,16,7,327,2,33,4,2,48,6,6,2,10,19,2,1,0,8,0,28,5,0,1,69,21,5
cluster20,47,106,4,45,61,91,70,8,6,140,2,41,12,38,25,3,25,65,0,20,34,0,33,165,79,74
cluster23,69,211,2,148,42,84,29,10,14,78,5,21,8,146,1,1,23,30,0,7,46,0,28,147,69,79
cluster22,89,337,0,219,46,19,24,4,9,100,9,32,46,103,1,10,17,16,0,7,89,1,27,98,55,78
cluster25,68,185,5,165,63,64,44,6,4,35,1,31,30,63,0,10,16,59,3,14,14,0,27,78,17,87
cluster24,28,33,7,30,75,13,22,11,19,55,9,2,3,35,19,19,0,134,45,4,3,0,64,157,110,13
cluster27,10,122,5,13,11,2,18,4,6,29,0,4,0,3,3,2,1,5,0,0,5,0,7,23,15,47
cluster26,66,200,7,93,64,71,38,10,4,66,10,42,14,49,1,13,18,48,2,1,15,0,46,171,37,100
cluster32,93,169,51,956,141,954,405,24,7,35,20,251,48,250,10,17,139,49,10,78,343,3,56,511,37,23
cluster8,85,143,22,123,66,175,155,9,8,80,8,138,15,37,12,37,61,28,1,32,74,6,71,221,67,27
cluster9,144,157,25,4491,52,410,158,9,0,171,3,238,74,273,2,6,143,128,3,26,16,0,105,499,21,217
cluster19,16,10,0,2,4,3,8,0,0,29,1,0,0,4,0,0,0,3,0,0,3,0,1,17,11,11
cluster2,192,274,39,1674,75,1061,407,4,13,18,42,204,128,437,0,29,225,129,3,48,134,1,83,700,44,42
cluster3,166,55,0,1320,39,111,41,2,0,54,0,15,208,282,1,1,62,5,0,10,19,0,32,273,37,96
cluster0,102,384,14,201,69,99,228,13,2,46,1,647,17,82,3,13,51,94,0,12,27,0,35,154,45,90
cluster1,75,226,9,5641,371,1089,365,0,9,33,485,194,379,164,1,79,122,16,6,115,135,0,206,961,204,132
cluster6,56,124,0,82,15,10,12,6,14,92,0,25,2,30,0,3,2,5,0,0,30,0,29,52,27,30
cluster7,1,39,0,60,64,11,10,0,0,19,0,0,0,4,1,0,15,7,23,5,12,0,32,58,37,21
cluster4,770,486,17,129,308,127,116,75,66,592,7,116,44,64,18,28,19,102,1,14,30,0,185,683,153,202
cluster5,30,58,59,121,68,400,167,23,16,38,27,16,5,26,15,71,11,44,4,30,5,0,58,295,53,8
