cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
cluster10,23,29,1,2,8,22,8,0,4,63,1,3,0,16,2,3,0,11,15,5,4,0,22,77,63,25
cluster11,63,36,1,11,24,72,10,0,4,226,7,5,1,3,12,9,11,51,0,7,9,0,56,171,48,68
cluster38,137,211,5,716,54,119,58,3,4,75,9,42,60,288,2,2,41,14,0,10,72,0,19,323,28,84
cluster39,156,62,19,82,90,250,100,18,13,57,84,18,12,70,3,95,20,40,0,14,9,0,56,206,35,13
cluster14,212,665,21,339,261,136,129,35,42,320,18,110,31,102,10,100,50,93,5,17,22,0,232,360,140,170
cluster15,138,187,1,216,38,93,30,6,11,113,12,25,57,165,0,9,16,18,0,3,47,0,43,120,51,81
cluster16,38,204,6,117,37,55,40,10,6,20,4,54,18,39,0,9,22,19,1,0,13,0,25,87,13,70
cluster17,162,183,41,947,55,423,235,23,4,186,0,1742,28,224,4,11,118,91,5,17,75,0,77,432,42,142
cluster32,60,75,12,24,40,74,72,11,16,136,12,10,3,11,18,35,13,75,2,9,13,0,61,169,76,30
cluster19,27,80,7,181,29,50,58,1,9,90,551,15,5,53,1,40,20,41,0,10,15,0,91,127,51,35
cluster30,24,182,2,106,27,48,14,6,13,90,0,19,2,23,1,3,5,18,0,5,51,0,11,65,32,39
cluster31,18,23,10,375,63,48,22,2,61,7,8,2,48,42,1,2,2,10,0,31,10,0,1,148,23,30
cluster36,83,150,9,65,81,108,126,9,7,179,5,49,12,50,31,9,53,85,0,31,54,0,59,254,101,85
cluster37,165,124,12,139,64,146,201,17,12,38,20,22,17,22,7,28,18,95,4,3,9,0,51,237,38,17
cluster34,72,194,6,169,65,66,48,6,4,36,1,33,30,64,0,11,16,60,5,14,16,0,30,85,19,87
cluster35,57,69,2,88,28,54,19,5,4,30,6,10,9,135,1,1,19,16,0,4,7,0,20,109,46,50
cluster12,36,12,4,67,75,79,53,7,15,51,6,1,6,4,8,39,14,39,9,4,2,4,19,158,32,34
cluster13,15,74,6,258,125,71,84,1,31,35,0,44,34,12,7,2,28,121,79,34,16,0,42,156,98,44
cluster29,47,133,1,106,46,39,36,7,7,36,7,28,29,41,1,23,30,43,0,11,3,0,20,138,30,88
cluster28,85,112,0,172,21,26,13,2,4,37,0,16,1,129,0,0,21,10,0,1,9,0,25,74,18,64
cluster21,90,339,0,222,45,20,25,4,9,100,9,32,46,105,1,10,16,16,0,7,89,1,27,99,56,78
cluster20,101,450,22,169,143,219,127,23,33,285,8,92,37,80,16,49,43,101,5,21,37,1,119,357,109,113
cluster23,60,622,4,67,74,47,103,10,24,99,1,71,71,64,6,1,42,65,0,13,21,0,25,152,44,80
cluster22,0,0,0,0,4,1,4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0
cluster25,62,188,30,3816,98,1087,759,8,5,31,477,497,98,151,1,10,105,15,7,62,124,0,142,1005,183,97
cluster24,236,505,14,355,123,132,283,13,3,70,1,421,33,153,12,19,59,155,1,18,37,0,67,254,41,145
cluster27,197,269,54,2615,157,1154,520,11,18,29,44,176,476,416,8,42,214,115,3,71,212,11,129,919,72,40
cluster26,23,52,8,34,97,14,27,12,23,82,10,6,7,36,28,28,0,147,43,4,5,0,90,213,133,21
cluster18,29,63,57,120,67,399,166,23,16,36,27,15,6,27,15,68,11,43,5,31,5,0,60,301,57,8
cluster8,88,91,36,169,124,195,194,24,22,122,49,72,31,39,26,73,30,45,34,33,17,8,61,304,135,39
cluster9,112,133,4,243,86,257,172,23,23,98,34,51,13,39,10,117,33,81,2,26,24,0,84,274,88,71
cluster33,69,127,1,134,38,51,11,12,10,65,3,18,65,91,0,7,23,21,0,4,31,0,12,67,13,44
cluster2,227,259,40,4985,69,510,247,16,2,214,5,373,105,365,3,11,183,194,4,32,28,0,129,687,32,283
cluster3,167,57,0,1325,40,110,41,2,0,56,0,15,208,284,1,2,62,5,0,10,21,0,32,275,39,96
cluster0,63,84,29,2249,305,101,108,0,17,21,10,15,293,36,2,73,32,23,9,68,26,6,91,272,72,47
cluster1,64,97,82,212,58,384,413,37,5,43,19,464,27,54,8,28,111,34,5,41,63,4,82,275,55,23
cluster6,183,197,34,363,121,471,348,8,8,61,27,163,109,148,10,29,124,62,0,34,63,3,74,348,57,31
cluster7,67,205,8,91,66,72,39,11,4,62,10,46,15,49,1,12,18,48,2,1,14,0,44,177,38,101
cluster4,115,220,49,1104,166,963,385,23,9,57,18,276,64,279,11,30,149,58,8,76,371,6,69,550,48,27
cluster5,1226,1754,27,521,539,258,282,97,134,1600,14,418,98,173,17,61,49,324,2,28,103,0,627,1520,364,527
