cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
cluster39,0,5,0,0,4,0,4,0,0,15,1,0,0,2,0,0,0,3,0,0,1,0,1,14,5,0
cluster10,189,262,37,1653,72,1050,404,4,13,16,43,208,126,428,0,30,224,125,3,47,125,1,81,689,43,41
cluster11,17,44,7,31,86,5,22,12,18,65,5,5,5,29,30,20,0,132,31,4,4,0,71,163,114,22
cluster12,51,33,20,107,42,149,160,24,5,31,23,59,22,28,10,33,25,16,18,24,14,5,34,185,59,18
cluster13,68,184,5,165,63,64,44,5,4,35,1,31,30,61,0,10,16,58,5,14,14,0,27,79,16,88
cluster14,127,62,6,100,32,81,114,6,3,9,8,8,8,15,0,10,7,48,0,1,9,0,31,133,19,3
cluster15,19,20,10,370,44,47,12,2,57,6,6,2,10,28,2,1,1,10,0,31,8,0,1,104,22,23
cluster16,14,37,6,206,75,67,79,1,31,26,1,44,34,11,5,2,16,114,59,29,3,0,21,113,77,45
cluster17,69,126,1,131,35,51,11,12,10,65,2,15,65,90,0,7,23,19,0,3,31,0,12,64,13,44
cluster32,69,32,1,12,40,70,16,1,5,238,10,5,1,3,13,14,11,54,1,6,5,0,57,179,48,44
cluster33,38,32,51,449,32,107,496,9,4,19,1,321,11,14,0,0,15,9,1,15,16,0,28,306,38,9
cluster30,84,113,0,171,20,26,12,2,4,37,0,16,1,130,0,0,22,10,0,1,9,0,24,73,17,64
cluster31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
cluster36,70,210,2,150,42,86,29,10,14,79,5,21,8,146,1,1,23,29,0,7,46,0,28,150,69,79
cluster37,55,73,9,21,39,64,67,10,16,131,12,11,2,11,16,31,11,72,1,8,13,0,58,169,76,28
cluster34,72,66,0,30,49,69,58,6,9,87,26,19,4,14,4,51,8,51,1,9,18,0,54,129,57,25
cluster35,60,615,4,64,75,45,102,10,24,78,1,73,72,65,6,1,44,63,0,13,15,0,24,146,45,78
cluster38,87,344,10,142,106,172,94,19,28,212,4,66,29,47,12,28,28,85,5,17,22,0,95,279,83,91
cluster49,55,79,7,2155,285,39,64,0,15,15,11,8,284,34,2,74,31,23,9,61,15,6,89,251,63,39
cluster48,35,27,33,560,86,284,194,18,9,15,21,35,34,11,9,25,29,6,7,55,215,7,41,182,42,10
cluster43,159,181,34,920,47,361,204,17,4,186,0,1656,27,218,3,8,109,89,5,15,77,0,56,408,37,141
cluster42,11,41,0,49,50,11,10,0,0,23,0,0,0,4,0,0,15,7,24,5,12,0,27,56,39,21
cluster41,44,36,30,1141,102,198,178,9,6,22,7,8,394,25,10,18,18,2,0,32,94,12,65,316,36,4
cluster40,66,202,7,93,64,71,37,10,4,66,10,41,15,49,1,13,18,48,2,1,15,0,46,173,37,100
cluster47,156,450,7,218,169,78,67,20,29,247,7,66,27,67,6,59,23,69,2,6,16,0,168,303,106,140
cluster46,50,30,15,110,84,69,50,3,13,154,6,29,13,32,23,22,16,32,14,11,10,3,11,154,75,32
cluster45,79,140,12,59,77,106,129,9,7,173,2,46,11,43,26,7,53,82,0,32,50,0,61,234,100,84
cluster44,89,338,0,219,46,19,26,4,9,100,9,32,46,102,1,10,16,16,0,7,88,1,27,98,55,78
cluster29,98,381,41,173,123,119,136,22,13,153,15,101,15,75,6,71,54,52,3,8,16,0,109,213,66,81
cluster28,150,159,28,259,114,360,283,7,6,50,23,115,77,109,10,25,96,48,0,24,53,2,61,273,51,23
cluster21,30,58,59,120,68,401,165,23,16,38,27,16,5,26,15,70,11,44,3,30,5,0,59,296,53,8
cluster20,19,48,1,3,20,25,8,0,9,49,2,3,0,22,2,9,0,24,30,5,3,0,37,111,56,47
cluster23,45,138,1,105,45,39,40,7,7,38,7,24,29,39,1,24,28,43,0,11,3,0,20,140,31,88
cluster22,46,68,4,216,59,200,115,17,17,16,14,36,10,37,7,68,28,33,1,18,9,0,34,167,38,47
cluster25,27,80,6,71,63,46,53,8,19,42,38,21,9,18,4,40,9,30,0,15,7,1,64,84,40,22
cluster24,1,12,0,30,6,12,11,0,1,28,0,3,51,8,0,3,2,5,0,0,20,0,8,58,0,7
cluster27,238,474,12,344,108,116,257,13,3,66,1,364,33,152,10,18,51,157,1,18,34,0,61,249,35,144
cluster26,138,210,5,716,56,121,57,3,4,74,9,39,60,287,2,2,41,14,0,10,71,0,18,320,29,84
cluster18,137,186,1,209,36,90,30,6,11,109,12,25,57,162,0,9,14,15,0,3,47,0,42,116,50,80
cluster8,37,196,6,114,35,53,31,9,4,19,4,52,18,38,0,8,19,17,1,0,10,0,21,84,11,63
cluster9,36,82,53,150,32,249,289,21,1,35,4,508,11,53,3,14,86,29,1,15,13,1,66,179,29,20
cluster19,42,69,8,45,32,68,95,12,13,29,12,14,11,7,7,21,12,50,4,1,4,0,23,104,24,18
cluster2,1153,1583,24,445,477,224,247,91,118,1456,14,380,87,151,12,51,43,294,2,27,96,0,579,1378,320,463
cluster3,220,250,39,4962,66,512,241,16,2,207,5,368,100,358,3,11,182,187,4,30,27,0,127,667,32,277
cluster0,37,168,3,66,54,34,23,4,18,114,0,33,9,17,4,6,7,21,0,4,27,0,26,74,44,43
cluster1,107,239,35,548,105,860,320,20,5,58,10,321,24,284,8,19,146,61,5,51,201,1,54,469,33,26
cluster6,20,45,1,136,16,25,32,1,1,71,536,3,0,36,0,20,7,22,0,4,9,0,58,88,33,22
cluster7,37,167,2,3474,88,1056,318,0,2,25,477,188,95,142,1,10,92,10,6,55,120,0,120,735,157,95
cluster4,167,56,0,1323,40,110,41,2,0,55,0,15,208,284,1,1,62,5,0,10,17,0,31,274,38,96
cluster5,179,66,22,139,142,314,135,21,25,76,85,15,17,71,9,126,29,69,6,17,10,4,68,317,59,22
