cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
cluster39,1,27,5,203,55,51,73,1,30,18,0,40,29,9,4,1,8,17,43,18,0,0,15,63,63,23
cluster58,144,414,7,196,163,79,67,20,25,227,7,64,24,64,6,56,20,65,2,7,14,0,155,285,97,129
cluster59,84,113,0,170,20,26,11,2,4,37,0,16,1,129,0,0,21,10,0,1,9,0,24,72,17,64
cluster54,41,509,2,41,38,24,68,8,18,81,1,31,58,37,1,0,38,29,0,11,15,0,19,82,44,44
cluster55,23,54,8,6,30,44,35,5,13,120,7,8,0,4,12,18,10,57,1,3,9,0,42,122,43,21
cluster56,30,93,6,86,61,49,54,8,21,44,37,24,10,23,4,41,13,29,0,15,7,0,68,88,41,23
cluster57,150,145,20,226,104,329,251,7,6,49,22,88,73,96,9,25,68,46,0,23,44,2,47,252,47,19
cluster50,52,203,2,107,39,71,24,3,15,107,1,11,2,16,1,9,17,34,2,6,13,0,54,102,42,43
cluster51,31,64,7,2156,280,33,63,0,15,4,11,7,286,34,2,75,30,21,10,61,15,6,88,245,61,36
cluster52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cluster53,26,66,45,115,28,225,241,21,1,28,4,440,12,44,0,12,74,26,1,13,13,1,64,145,18,12
cluster10,36,30,24,210,74,207,117,16,9,19,21,42,21,17,10,26,28,6,7,49,205,7,35,131,49,15
cluster11,28,159,2,54,52,25,21,4,17,118,0,29,8,13,4,5,7,16,0,3,26,0,25,69,40,41
cluster12,13,11,1,6,31,17,5,0,1,8,1,4,5,2,2,1,6,100,19,11,9,0,12,60,16,28
cluster13,5,43,1,10,27,10,10,0,15,21,4,3,0,3,3,10,0,36,20,5,0,1,38,110,37,35
cluster14,165,55,0,1309,38,110,41,2,0,53,0,15,208,282,1,1,62,5,0,10,17,0,29,270,38,96
cluster15,36,28,25,107,36,136,156,21,5,25,20,63,18,24,10,29,18,12,16,21,10,4,27,159,52,13
cluster16,217,204,14,593,62,133,144,12,2,57,1,191,39,148,7,12,47,130,2,8,27,0,52,265,19,124
cluster17,126,63,6,94,32,78,112,6,7,9,8,8,8,13,0,11,6,48,0,1,8,0,28,126,19,13
cluster32,38,198,6,116,35,55,31,10,10,20,4,52,18,39,0,8,20,17,1,0,12,0,25,85,12,70
cluster33,64,123,9,45,69,101,124,9,6,161,1,43,12,38,28,3,51,75,0,30,44,0,54,209,95,81
cluster30,4,17,8,348,2,33,4,2,48,6,6,2,10,25,2,1,0,8,0,30,5,0,1,75,21,5
cluster31,14,24,19,240,29,115,84,1,2,12,3,85,81,55,5,6,71,29,0,15,18,0,40,152,6,17
cluster36,43,126,1,103,44,32,27,7,5,34,4,20,29,36,1,16,28,42,0,11,2,0,15,133,26,84
cluster37,17,40,1,117,14,18,28,0,1,64,535,3,0,33,0,19,3,21,0,4,9,0,54,79,29,18
cluster34,145,138,31,891,36,339,160,12,2,174,0,1173,24,197,2,7,97,66,5,17,67,0,47,367,26,120
cluster35,114,29,11,69,81,209,70,10,15,26,68,8,6,52,6,100,18,38,0,14,2,2,32,179,22,5
