cluster,category,score
cluster69,autos_and_vehicles,0.3388510223953262
cluster68,autos_and_vehicles,0.19055720969800086
cluster58,health,0.23104693140794225
cluster59,art,0.17605823672148826
cluster54,travel,0.14136904761904762
cluster55,travel,0.10674931129476584
cluster56,citizen_journalism,0.1732542819499341
cluster57,citizen_journalism,0.26854754440961337
cluster50,citizen_journalism,0.17588769611891
cluster51,citizen_journalism,0.1653363740022805
cluster52,default_category,0.23412073490813648
cluster53,travel,0.11981914091936699
cluster10,citizen_journalism,0.24817518248175183
cluster11,citizen_journalism,0.23550176500252143
cluster38,travel,0.1504315659679408
cluster39,autos_and_vehicles,0.2289308176100629
cluster14,citizen_journalism,0.1504035216434336
cluster15,citizen_journalism,0.1751188589540412
cluster16,citizen_journalism,0.24813559322033898
cluster17,travel,0.16498740554156172
cluster32,autos_and_vehicles,0.38716814159292035
cluster33,citizen_journalism,0.8194351790082277
cluster30,autos_and_vehicles,0.17477656405163852
cluster31,travel,0.21666666666666667
cluster36,autos_and_vehicles,0.22268907563025211
cluster37,food_and_drink,0.13835770528683913
cluster34,travel,0.16762342135476463
cluster35,citizen_journalism,0.19162995594713655
cluster9,citizen_journalism,0.20282788883471478
cluster65,conferences_and_other_events,0.2224390243902439
cluster28,food_and_drink,0.17587641117052882
cluster12,citizen_journalism,0.6838913148956817
cluster49,conferences_and_other_events,0.2463768115942029
cluster13,food_and_drink,0.21768707482993196
cluster43,art,0.13427856547122602
cluster42,autos_and_vehicles,0.19219653179190752
cluster41,food_and_drink,0.3333333333333333
cluster40,travel,0.18114874815905743
cluster47,autos_and_vehicles,0.17737556561085974
cluster46,technology,0.22950819672131148
cluster45,citizen_journalism,0.5369928400954654
cluster44,citizen_journalism,0.20493827160493827
cluster29,health,0.465818759936407
cluster64,citizen_journalism,0.43126520681265207
cluster67,default_category,0.3291139240506329
cluster66,food_and_drink,0.2818696883852691
cluster61,gaming,0.6292517006802721
cluster60,citizen_journalism,0.5328125
cluster63,citizen_journalism,0.44029850746268656
cluster62,citizen_journalism,0.2756776034236805
cluster21,conferences_and_other_events,0.23064250411861614
cluster20,travel,0.16546762589928057
cluster23,conferences_and_other_events,0.23426573426573427
cluster22,default_category,0.3300970873786408
cluster25,art,0.17424242424242425
cluster24,citizen_journalism,0.3500215796288304
cluster27,travel,0.17721518987341772
cluster26,health,0.2814645308924485
cluster18,conferences_and_other_events,0.2982456140350877
cluster8,autos_and_vehicles,0.2707509881422925
cluster48,autos_and_vehicles,0.17179215270413573
cluster19,travel,0.19302949061662197
cluster2,citizen_journalism,0.35873417721518985
cluster3,health,0.4297619047619048
cluster0,health,0.28584474885844746
cluster1,citizen_journalism,0.1574585635359116
cluster6,citizen_journalism,0.3585237258347979
cluster7,autos_and_vehicles,0.18522944550669215
cluster4,literature,0.3410553410553411
cluster5,autos_and_vehicles,0.18355995055624227
