cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
cluster39,0,3,2,12,3,6,14,2,0,2,1,1,1,3,0,2,2,0,0,2,1,0,0,8,6,1
cluster58,1,0,0,0,1,2,0,0,0,0,1,0,0,0,3,0,0,0,0,2,2,0,0,4,2,2
cluster59,0,1,0,5,0,3,0,0,1,3,1,1,0,0,0,0,3,1,0,4,2,0,0,16,5,0
cluster54,1,5,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,5,4,1
cluster55,1,0,0,20,2,1,1,0,2,0,0,1,3,6,0,0,0,3,18,1,1,0,1,19,3,2
cluster56,0,3,2,0,2,8,18,3,0,0,0,11,1,2,0,1,3,1,0,0,0,0,1,3,1,0
cluster57,0,2,0,0,1,1,0,1,0,2,1,0,0,3,2,0,2,3,0,2,2,0,0,7,2,0
cluster50,2,2,0,4,0,4,7,0,0,3,3,2,0,0,0,1,0,0,0,2,16,0,1,3,0,0
cluster51,0,4,0,50,9,13,8,0,0,0,2,3,22,4,0,1,2,2,0,6,7,0,8,20,4,1
cluster52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2
cluster53,11,10,0,1,17,7,4,0,3,53,0,5,2,0,0,1,0,9,1,0,1,0,10,24,11,5
cluster10,6,7,0,1,12,3,4,0,3,11,1,0,0,1,3,4,1,5,0,0,1,0,6,13,14,2
cluster11,0,0,3,1,1,15,16,3,0,0,0,0,0,8,1,0,0,0,0,1,0,0,1,13,3,1
cluster12,6,4,1,38,1,12,4,0,0,7,0,6,1,4,0,0,2,2,0,1,2,0,3,11,1,6
cluster13,3,8,0,0,2,4,1,0,3,10,0,8,1,2,2,0,1,2,0,4,0,0,4,13,8,5
cluster14,1,0,2,0,0,28,8,1,0,1,0,1,1,0,0,0,0,4,0,2,0,0,1,8,1,1
cluster15,0,0,0,1,3,12,14,0,0,3,1,6,1,1,0,0,2,1,0,3,0,0,0,11,2,2
cluster16,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
cluster17,1,1,1,4,2,8,6,1,1,4,0,2,2,3,3,5,3,1,0,4,2,0,1,19,5,6
cluster18,0,0,10,0,0,20,35,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,14,1,0
cluster33,0,2,1,60,0,3,1,0,5,0,0,0,0,10,0,0,0,1,0,2,0,0,0,9,3,1
cluster30,8,7,1,0,4,4,5,11,1,12,2,6,1,2,1,1,3,3,0,1,0,0,1,13,6,4
cluster31,5,0,0,15,6,13,7,2,1,3,1,3,19,2,2,1,0,0,0,1,2,3,5,12,4,0
cluster36,3,4,0,0,3,2,1,0,1,10,0,0,0,2,1,1,0,10,0,0,1,0,2,7,9,0
cluster37,1,3,0,133,6,8,2,0,1,1,0,1,2,0,0,3,1,0,0,1,1,0,2,14,0,0
cluster34,2,5,0,25,12,5,5,1,1,0,1,2,1,6,0,12,0,1,0,2,0,0,2,10,2,1
cluster35,1,2,0,11,4,1,0,0,0,0,0,0,1,0,0,0,2,0,2,0,1,0,2,9,3,3
cluster28,2,1,1,1,5,1,1,2,1,19,0,0,0,2,1,1,0,4,1,0,0,0,3,8,10,1
cluster38,0,1,0,8,0,6,2,0,1,1,0,0,0,0,1,0,3,0,0,0,0,0,1,8,3,0
cluster49,2,2,0,0,5,10,7,0,1,13,3,11,0,0,3,1,3,1,2,0,3,0,0,15,6,2
cluster48,0,0,0,0,0,2,0,0,1,3,0,1,0,1,5,0,0,0,0,1,0,0,0,4,1,0
cluster43,1,0,0,5,0,6,2,0,0,4,2,0,0,0,2,0,2,1,5,0,0,0,1,10,1,1
cluster42,0,1,0,0,3,1,0,0,0,2,0,2,0,0,0,0,0,0,0,1,2,0,0,7,3,1
cluster41,1,9,1,3,1,1,1,0,0,1,0,1,0,1,1,2,0,0,15,0,0,0,3,7,8,5
cluster40,0,5,1,2,5,4,3,4,1,0,11,1,1,0,0,2,0,0,0,3,2,0,0,6,2,1
cluster47,2,0,0,0,0,5,0,0,0,21,0,1,0,0,2,0,1,2,0,0,0,0,0,5,4,3
cluster46,0,0,0,44,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,1,1
cluster45,19,14,0,0,9,8,3,3,4,21,0,18,6,1,3,0,2,2,0,2,0,0,12,26,6,6
cluster44,0,2,1,0,3,2,2,0,1,1,0,0,0,2,0,0,0,4,0,1,0,1,1,10,3,0
cluster29,1,2,0,2,0,2,2,0,0,2,0,61,0,0,0,0,0,1,0,2,2,0,3,7,2,0
cluster64,10,3,0,0,2,5,3,1,0,17,0,4,1,0,1,2,1,7,0,1,0,0,5,18,11,3
cluster61,2,0,2,4,2,11,6,0,1,2,0,0,0,0,1,1,0,1,0,0,1,0,0,12,3,1
cluster60,0,3,1,2,0,3,0,0,0,3,0,2,1,2,0,1,2,1,0,0,0,0,0,5,2,0
cluster63,0,3,1,3,3,2,2,0,6,2,1,1,2,0,1,4,0,3,4,0,0,0,5,15,4,3
cluster62,2,0,0,1,4,5,3,1,0,2,1,2,0,1,0,0,1,1,0,0,1,1,1,11,6,0
cluster21,0,0,0,26,0,1,3,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,1,0,0
cluster20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
cluster23,1,0,0,0,1,2,0,0,0,5,1,8,0,0,3,1,0,2,0,0,0,0,1,9,5,1
cluster22,4,8,0,9,6,6,1,1,0,2,1,5,3,10,0,0,2,0,0,0,1,0,3,11,2,5
cluster25,1,13,0,6,2,6,2,0,1,12,1,1,6,2,2,2,0,2,6,2,0,0,9,19,10,1
cluster24,1,39,1,4,5,10,8,3,3,20,0,22,0,2,1,6,1,3,1,2,2,0,18,26,7,1
cluster27,0,0,1,8,7,0,6,0,0,1,0,1,0,1,0,0,0,1,0,2,0,0,1,8,3,0
cluster26,2,2,0,11,3,5,3,0,0,2,0,0,0,2,1,1,1,4,1,0,1,0,0,7,2,1
cluster32,1,2,0,14,4,3,6,1,1,2,0,0,0,3,0,3,0,0,2,3,1,0,2,10,2,7
cluster8,2,8,0,24,1,15,9,0,0,7,9,6,1,1,0,0,1,0,2,4,5,0,3,19,4,3
cluster9,1,1,0,1,1,0,1,0,1,1,0,0,0,0,2,2,0,3,2,0,0,0,3,8,4,2
cluster19,5,34,0,6,5,19,13,0,0,3,0,12,0,4,2,11,4,3,2,3,2,0,7,13,9,0
cluster2,6,1,3,2,5,32,19,6,0,0,0,5,1,2,0,1,7,1,0,7,2,2,1,15,1,1
cluster3,1,27,0,3,4,4,1,2,0,4,0,13,1,1,0,0,5,3,0,1,2,0,1,6,0,4
cluster0,2,7,0,15,10,26,8,0,0,1,1,6,2,10,0,0,8,5,1,1,17,0,5,17,3,2
cluster1,9,6,1,0,9,10,7,4,3,4,1,1,2,2,1,3,1,4,0,2,1,0,3,10,7,3
cluster6,0,2,1,0,0,5,6,0,0,1,0,18,0,0,0,0,2,1,0,0,0,0,0,5,2,1
cluster7,2,1,0,0,1,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,2,0,2,3,2,0
cluster4,1,1,0,5,1,1,2,0,0,3,0,0,1,1,0,1,0,1,17,1,0,0,0,7,2,3
cluster5,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
