cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
cluster10,7,5,0,36,1,11,7,1,0,8,0,66,1,5,0,0,2,3,1,3,4,0,5,17,5,2
cluster11,6,5,0,28,9,33,19,2,0,5,1,7,13,9,0,2,5,4,0,1,32,0,4,23,3,2
cluster12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
cluster13,1,0,3,1,1,17,20,4,0,0,0,0,0,9,1,0,0,0,0,1,0,0,1,16,4,1
cluster14,1,29,0,5,3,6,1,2,0,10,0,20,1,0,2,2,7,3,1,2,2,0,1,11,3,8
cluster15,0,3,1,19,6,9,6,1,1,4,1,1,1,3,3,0,6,5,3,3,1,0,3,23,7,1
cluster16,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
cluster17,1,4,1,159,15,12,3,0,1,0,0,2,20,0,0,4,0,0,0,3,0,0,5,15,2,2
cluster32,13,21,2,4,16,20,23,15,2,18,0,9,4,4,2,7,5,5,0,5,2,0,9,29,15,7
cluster33,10,0,4,8,13,42,19,3,2,2,1,6,8,5,2,1,7,1,0,7,4,5,4,22,5,2
cluster30,2,3,0,12,3,5,4,0,1,2,0,0,0,3,1,1,1,5,1,0,1,0,0,12,2,0
cluster31,2,1,2,3,2,12,6,0,2,3,1,2,0,1,3,3,0,3,0,1,1,0,1,19,6,2
cluster34,3,0,0,2,6,14,5,1,2,5,1,2,0,4,1,3,1,3,0,1,2,1,1,20,7,3
cluster29,25,15,0,1,19,11,6,7,7,33,1,21,6,3,4,2,3,3,0,2,2,0,16,36,16,8
cluster28,2,0,0,1,3,11,4,0,1,11,3,7,0,2,11,2,2,2,0,2,3,0,1,17,11,5
cluster21,0,0,0,67,0,1,2,0,0,0,0,0,0,18,0,0,0,0,0,4,0,0,0,7,1,1
cluster20,1,6,1,2,4,8,3,5,1,2,13,12,1,0,0,2,2,0,0,6,3,0,0,7,2,1
cluster23,1,6,2,3,6,1,2,0,3,3,1,0,0,2,3,1,0,6,1,2,0,1,6,19,5,3
cluster22,20,10,0,0,19,9,6,1,2,75,2,14,3,0,0,3,1,10,0,2,2,0,12,41,20,9
cluster25,1,12,2,10,2,19,13,1,3,8,1,10,1,1,5,4,4,1,1,9,2,0,3,23,11,5
cluster24,2,12,0,64,6,26,17,0,1,8,10,8,5,8,0,3,3,2,3,8,13,0,11,32,6,3
cluster27,2,2,0,19,2,3,8,2,1,2,0,0,0,7,0,4,0,2,2,3,1,0,2,12,4,8
cluster26,2,9,1,5,9,11,10,4,1,1,0,17,4,8,0,1,4,0,0,1,0,0,5,14,1,6
cluster18,2,1,0,8,1,7,3,0,1,7,5,3,1,0,3,0,4,3,11,5,1,0,1,29,5,1
cluster8,0,1,1,49,0,4,0,0,5,0,0,0,1,8,0,0,0,1,0,4,0,0,0,6,3,1
cluster9,2,11,0,8,2,2,3,0,0,2,1,0,0,0,0,0,1,0,13,0,1,0,2,15,11,7
cluster19,1,2,1,28,4,1,2,0,3,1,0,1,4,2,0,3,0,3,33,0,1,0,1,22,6,3
cluster2,7,8,0,6,5,6,3,0,3,26,2,1,9,2,2,16,1,7,8,3,0,0,15,29,23,6
cluster3,0,0,2,4,3,35,23,0,0,3,2,15,3,1,0,0,2,4,0,3,1,0,0,18,4,2
cluster0,8,52,1,17,10,18,14,0,1,9,1,15,0,10,0,7,5,5,0,3,2,0,14,30,11,3
cluster1,4,7,1,2,10,5,2,2,2,26,0,1,0,4,2,2,0,15,2,0,1,0,7,17,17,1
cluster6,5,44,1,2,10,20,6,1,3,35,0,16,1,2,6,4,6,10,3,1,5,0,13,45,17,3
cluster7,0,0,12,0,0,24,49,0,0,0,1,2,1,1,0,0,1,3,0,1,0,0,0,15,1,0
cluster4,3,3,0,0,1,3,1,0,0,10,0,0,0,1,0,0,0,1,0,0,2,0,3,9,6,3
cluster5,0,0,0,22,7,1,5,1,1,0,1,5,0,8,0,1,1,0,0,0,0,0,0,10,2,0
