cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
cluster10,0,0,0,0,2,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1
cluster11,0,4,1,24,7,10,9,1,2,4,1,1,1,5,3,0,6,5,3,3,1,0,3,27,7,1
cluster12,5,13,0,37,20,15,13,1,5,6,1,4,8,3,1,17,1,5,0,1,1,0,9,25,10,5
cluster13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
cluster14,0,1,1,83,0,2,1,0,4,0,0,0,0,17,0,0,0,1,0,5,0,0,0,12,3,1
cluster15,8,0,0,3,5,17,9,8,1,7,2,3,1,4,3,3,3,4,0,1,2,1,3,30,16,2
cluster16,8,6,1,1,10,9,6,2,3,49,1,2,1,0,6,3,1,7,1,0,3,0,9,25,27,6
cluster17,2,0,2,5,3,16,6,0,2,3,0,1,0,1,1,2,0,3,0,1,1,0,1,20,4,2
cluster18,27,20,0,1,22,9,6,10,6,39,1,21,6,5,3,1,3,8,0,2,1,0,16,37,15,8
cluster19,0,0,4,2,1,17,23,3,0,1,0,0,0,9,1,0,0,1,0,3,0,0,1,15,3,1
cluster29,6,6,0,28,19,52,23,2,1,5,1,8,21,11,2,2,6,5,0,3,31,4,6,26,6,2
cluster28,2,3,0,21,4,4,10,1,1,2,0,0,0,8,0,4,0,2,2,3,1,0,2,12,3,8
cluster21,5,25,2,10,6,23,12,1,3,11,0,13,3,6,5,7,4,5,1,8,5,0,7,29,14,5
cluster20,0,1,3,7,7,33,25,4,0,2,3,17,2,2,0,1,4,4,0,4,1,1,0,26,5,2
cluster23,0,0,0,38,0,1,3,0,0,0,0,3,0,15,1,0,0,0,0,3,0,0,0,4,1,0
cluster22,1,3,1,30,4,2,3,0,3,0,0,1,7,7,1,3,0,4,38,1,1,0,3,27,9,6
cluster25,1,29,0,5,3,7,1,2,0,9,0,21,1,0,1,3,7,2,1,3,2,0,1,14,4,8
cluster24,8,51,3,2,8,21,12,3,2,30,0,24,2,5,4,11,7,8,1,4,2,0,19,39,18,3
cluster27,1,8,1,3,9,3,2,0,5,3,2,0,0,2,2,2,0,9,2,1,0,0,8,24,7,3
cluster26,7,6,1,38,2,14,9,1,0,8,0,71,1,5,0,0,1,3,1,3,4,0,6,17,5,4
cluster8,5,24,0,76,7,32,19,0,0,9,10,14,5,6,0,3,4,2,3,9,13,0,13,36,11,4
cluster9,2,10,0,10,4,2,1,0,0,2,1,0,0,0,0,0,1,0,10,0,1,0,2,16,9,4
cluster2,2,7,1,148,10,15,6,0,1,0,0,1,18,0,0,3,4,0,0,3,2,0,7,21,1,2
cluster3,1,0,0,0,4,10,5,0,1,10,3,9,0,1,11,1,2,2,1,5,3,0,1,19,8,6
cluster0,1,0,15,0,0,39,55,4,0,1,1,4,3,2,0,0,5,2,0,2,0,1,0,26,1,1
cluster1,23,17,0,0,20,15,5,1,4,74,2,14,3,0,1,4,2,15,1,2,4,0,15,54,24,10
cluster6,2,2,0,9,1,7,4,0,1,7,5,2,1,0,2,0,4,3,11,5,2,0,2,34,5,2
cluster7,10,21,1,7,12,14,17,7,1,4,1,18,3,13,0,4,7,0,0,3,1,0,5,23,5,6
cluster4,2,6,1,6,5,13,9,2,2,3,14,10,1,0,1,2,2,0,0,8,4,0,1,9,4,1
cluster5,5,9,0,1,4,5,1,0,2,26,0,1,0,4,2,2,0,10,7,0,3,0,6,11,16,5
