cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
cluster10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster11,1,0,1,0,0,0,0,0,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
cluster38,5,7,1,0,0,0,2,0,0,10,1,1,0,0,1,0,0,0,0,1,0,0,7,4,3,2
cluster39,3,7,1,3,6,1,7,1,4,10,0,1,10,4,0,4,1,4,0,0,0,0,8,13,8,3
cluster14,11,6,0,0,4,0,1,0,3,14,1,0,4,0,2,0,1,6,0,0,1,0,2,15,4,8
cluster15,3,3,0,0,5,16,19,3,2,14,1,12,1,3,9,6,3,1,0,1,5,0,0,26,22,4
cluster16,8,17,1,1,10,10,2,1,4,30,4,3,0,0,3,4,1,10,1,1,1,0,8,21,26,8
cluster17,1,2,0,2,3,2,0,0,1,5,3,2,1,0,1,2,0,4,1,0,0,0,5,7,5,5
cluster32,2,8,1,29,10,39,27,3,2,9,0,6,5,15,1,3,5,3,12,13,10,0,2,41,10,5
cluster33,3,7,0,0,3,2,2,1,3,15,0,0,0,0,1,2,0,5,0,0,0,0,2,17,6,3
cluster30,12,13,0,7,14,2,4,0,1,6,0,0,5,4,0,3,0,5,0,2,1,0,6,18,6,3
cluster31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cluster36,4,1,0,2,20,11,10,0,2,38,1,23,0,1,7,2,8,2,1,6,1,0,2,42,9,4
cluster37,3,32,2,27,14,13,13,1,2,14,3,1,8,4,0,5,2,3,1,2,2,0,7,34,19,3
cluster34,7,17,0,9,14,7,5,1,1,28,2,4,3,1,2,2,3,7,5,0,3,0,8,37,18,6
cluster35,1,6,0,6,3,14,3,1,0,2,0,77,2,1,0,2,5,1,0,1,3,0,2,11,1,1
cluster12,4,22,2,78,11,26,12,2,1,2,0,3,4,7,0,3,1,2,1,0,10,1,4,27,3,4
cluster13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cluster29,0,0,1,33,1,4,3,0,0,1,0,0,0,7,0,0,0,0,0,2,0,0,0,14,1,0
cluster28,1,3,1,25,2,5,3,1,0,2,0,1,0,0,1,1,0,0,12,0,0,0,1,19,6,3
cluster21,4,8,2,14,4,4,7,0,1,2,1,0,4,22,0,3,3,3,0,4,1,0,3,21,5,5
cluster20,2,0,9,10,4,49,56,11,1,2,0,0,2,0,2,0,1,0,1,6,0,1,0,25,3,1
cluster23,6,2,3,90,4,38,16,4,1,4,1,6,3,3,1,0,4,1,1,6,7,1,4,28,4,2
cluster22,3,29,2,60,11,14,8,1,2,3,1,1,4,5,1,3,4,4,0,1,2,3,5,26,7,2
cluster25,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cluster24,9,11,1,32,6,36,12,2,0,6,0,8,3,2,0,4,1,4,10,1,14,0,4,19,13,5
cluster27,0,0,0,71,0,2,1,0,0,0,0,0,0,15,0,0,0,0,0,5,1,0,0,7,1,0
cluster26,5,7,2,10,4,30,20,1,0,7,7,63,1,2,1,3,11,1,6,14,8,0,9,48,10,1
cluster18,12,10,0,1,7,10,8,1,9,47,3,11,3,1,12,8,7,10,0,1,5,0,1,24,17,6
cluster8,3,1,1,22,6,6,7,0,2,1,0,0,0,2,0,4,1,1,6,1,1,0,1,10,2,1
cluster9,7,13,0,6,5,4,3,1,2,8,1,2,7,1,2,4,0,6,0,1,0,0,9,10,2,3
cluster19,2,1,0,0,4,1,2,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,2,4,2,0
cluster2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cluster3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cluster0,0,2,1,29,2,9,0,0,0,1,0,1,1,5,0,0,2,0,25,0,2,0,0,19,3,3
cluster1,3,6,0,2,6,0,0,0,1,12,1,1,1,1,0,3,0,3,0,0,1,0,4,13,1,5
cluster6,1,1,0,0,0,0,1,0,0,5,0,1,1,1,0,0,0,5,0,0,0,0,3,5,2,1
cluster7,1,9,5,8,7,39,34,13,2,6,14,29,5,16,2,1,8,5,0,13,5,0,27,30,8,4
cluster4,6,16,0,15,9,6,6,4,3,11,0,2,9,6,2,6,1,9,0,3,3,1,7,21,14,7
cluster5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
