cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
cluster39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
cluster58,2,6,1,10,5,3,6,3,1,3,0,1,6,3,2,4,2,6,0,3,0,0,5,10,5,5
cluster59,0,4,0,10,9,7,6,1,1,3,3,0,3,2,0,4,0,2,1,2,0,0,4,13,11,1
cluster54,3,3,0,0,2,0,2,0,1,7,1,0,0,0,0,1,0,0,0,1,0,0,4,2,2,2
cluster55,2,4,2,2,3,3,5,0,1,0,0,0,1,7,0,3,1,2,0,4,0,0,1,13,3,2
cluster56,0,0,0,27,1,0,1,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,5,0,0
cluster57,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,1
cluster50,0,0,3,2,0,20,34,1,0,0,1,5,1,0,0,0,2,5,0,2,0,0,0,17,3,1
cluster51,7,5,1,35,2,10,4,0,1,1,1,5,2,3,1,1,2,1,0,3,10,1,2,14,1,3
cluster52,8,4,0,9,3,1,4,0,0,1,0,0,3,7,1,3,1,2,0,1,2,0,4,12,2,2
cluster53,2,0,0,23,7,7,7,2,0,1,0,1,5,0,1,1,0,1,4,1,0,0,1,20,6,3
cluster10,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cluster11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cluster12,3,4,1,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,4,3,2,1
cluster13,4,20,1,2,3,2,1,1,1,14,0,0,1,2,0,1,0,1,0,0,1,0,3,12,16,1
