cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
0,112,132,4,242,86,256,172,24,23,98,34,49,13,40,10,117,33,81,2,26,24,0,84,275,89,68
1,42,85,7,2163,284,39,66,0,16,15,11,8,287,34,2,77,30,35,14,61,15,6,95,255,68,39
10,15,74,6,257,126,77,87,1,31,34,1,44,34,16,7,2,31,121,78,34,16,0,42,159,99,65
11,167,186,56,944,57,463,286,30,3,185,0,1823,28,227,4,12,135,88,5,23,77,1,90,458,43,133
12,219,92,23,144,175,379,142,24,30,266,93,18,17,75,20,135,41,117,8,22,12,4,118,471,100,78
13,168,58,0,1344,40,112,41,2,0,60,0,15,209,287,1,2,62,8,0,10,25,0,33,279,39,98
14,38,67,10,18,75,29,19,1,23,107,9,6,0,47,7,21,0,118,56,8,3,0,91,229,142,32
15,87,110,41,186,123,221,249,30,29,126,62,89,34,39,29,97,32,45,31,36,22,8,82,337,131,45
16,166,121,12,137,64,144,200,17,12,38,20,22,17,22,7,28,18,95,4,3,9,0,50,235,40,17
17,47,40,56,623,93,349,286,22,9,27,24,113,57,19,9,30,64,12,8,63,227,7,69,233,65,17
18,71,192,6,167,65,65,48,6,4,35,1,33,30,63,0,10,18,60,5,14,15,0,29,85,19,88
19,139,188,1,214,37,91,30,6,11,115,12,25,59,164,0,9,16,16,0,3,47,0,44,123,51,79
2,232,264,40,5003,70,517,252,16,2,218,5,386,106,369,3,13,185,199,4,32,27,0,130,700,33,290
20,161,246,23,162,140,222,250,14,10,218,14,112,49,95,37,28,82,113,0,48,81,3,110,376,125,100
21,197,588,18,484,230,150,140,24,34,337,551,89,25,137,5,102,62,108,3,17,34,0,262,382,139,168
22,69,128,1,135,38,54,11,12,10,65,3,18,65,91,0,8,23,21,0,4,31,0,12,67,13,44
23,60,622,4,70,74,47,102,10,24,101,1,73,72,67,6,2,44,67,0,13,21,0,26,154,45,81
24,84,113,0,172,21,26,13,2,4,37,0,16,1,129,0,0,21,10,0,1,9,0,25,74,18,65
25,68,220,8,96,70,79,39,13,4,65,11,48,16,52,1,13,19,49,2,1,15,0,46,184,41,104
26,117,513,31,186,185,227,151,25,38,325,12,108,44,82,24,65,50,113,7,26,42,1,129,396,129,124
27,33,66,59,126,69,407,171,23,17,39,27,15,7,31,16,72,11,48,6,32,5,0,65,315,62,8
28,7,6,0,2,4,3,4,0,0,24,1,0,0,3,0,0,0,3,0,0,3,0,1,15,7,11
29,38,204,6,119,37,55,41,10,6,20,4,53,18,39,0,9,22,20,1,0,13,0,26,87,13,71
3,137,207,6,716,55,127,61,3,4,76,9,46,59,286,2,2,41,13,0,10,74,0,20,319,28,85
30,52,164,2,3463,89,1054,316,0,2,26,477,188,95,140,1,10,93,10,6,55,119,0,120,736,157,94
31,91,342,0,225,45,20,25,4,9,100,9,32,46,106,1,10,16,16,0,7,90,1,28,100,55,78
32,237,519,16,372,127,137,305,15,5,76,1,465,35,156,12,22,62,158,1,18,39,0,69,265,47,149
33,71,215,3,183,45,86,30,10,14,82,5,21,8,157,1,1,23,30,0,9,45,0,29,152,72,80
34,35,31,52,444,35,119,497,10,5,19,1,321,11,14,0,0,15,14,1,17,16,0,28,316,43,13
4,108,255,46,656,127,953,399,22,5,61,12,472,32,305,5,21,171,75,5,52,208,0,59,535,34,27
5,56,141,1,107,46,42,47,7,7,41,7,26,29,41,1,26,31,47,0,11,5,0,20,155,31,91
6,313,367,75,2862,212,1480,740,17,22,47,63,278,546,514,16,52,304,143,3,84,236,13,155,1129,99,57
7,1284,1866,32,557,604,278,299,114,147,1732,17,444,106,184,37,74,52,367,3,30,116,0,682,1637,445,568
8,19,22,10,377,64,51,22,2,62,8,8,2,48,43,2,2,2,11,0,31,13,0,1,148,25,30
9,57,73,10,18,39,65,69,10,14,135,12,11,2,9,19,29,12,71,2,9,13,0,54,166,74,30
