cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
0,180,255,34,1616,70,1010,391,3,13,16,42,189,125,415,0,28,217,121,2,46,123,1,75,666,41,39
1,128,416,11,207,117,76,67,20,36,224,3,95,30,68,5,35,15,63,1,6,18,0,155,311,94,122
10,32,25,30,551,68,248,189,17,9,12,18,29,29,8,7,20,25,4,7,49,214,5,34,176,30,12
11,8,45,2,8,24,12,7,0,14,28,4,3,0,5,3,5,0,36,26,5,0,0,36,114,39,35
12,24,45,37,138,26,238,243,19,0,29,3,443,17,52,1,9,81,33,1,15,18,1,67,138,21,13
13,46,65,7,2151,282,33,63,0,14,3,11,7,286,34,2,72,30,21,9,61,15,6,88,238,60,36
14,13,33,1,116,14,18,25,0,1,63,535,2,0,28,0,16,3,21,0,4,8,0,51,78,22,15
15,18,114,6,46,49,35,20,6,6,39,2,21,8,16,1,12,16,20,0,8,3,0,29,47,23,23
16,15,151,1,71,21,37,12,5,10,51,0,11,0,17,0,2,4,14,0,3,41,0,9,51,30,34
17,163,121,12,136,62,139,201,17,11,37,20,21,17,22,7,28,18,92,3,2,9,0,48,226,39,17
18,687,253,13,65,243,84,84,48,47,535,6,45,37,22,23,23,7,79,1,11,22,0,112,610,123,109
19,45,93,5,44,59,85,69,8,5,135,2,37,10,36,24,1,23,61,0,18,28,0,33,160,73,67
2,104,108,20,3949,31,273,112,6,0,122,3,144,46,206,1,3,81,80,0,17,7,0,80,348,15,166
20,40,57,4,205,59,189,111,15,17,13,11,36,9,36,7,62,24,31,1,15,9,0,25,157,37,45
21,12,34,10,49,54,242,80,15,15,7,20,12,3,22,5,40,3,29,1,21,3,0,45,144,19,7
22,36,27,1,102,20,42,6,9,4,27,1,9,63,74,0,2,16,15,0,1,1,0,3,37,4,30
23,27,201,27,73,44,96,143,8,3,16,1,128,11,23,3,9,33,30,0,2,8,1,21,81,22,25
24,413,1147,7,331,201,114,143,47,51,804,7,295,36,104,6,19,24,215,1,14,58,0,415,664,196,315
25,82,71,1,134,23,83,18,0,1,25,13,5,56,134,0,6,13,8,0,3,22,0,23,67,23,54
26,57,123,0,82,15,10,12,6,14,91,0,23,2,31,0,3,2,5,0,0,25,0,27,49,28,28
27,144,145,4,153,53,27,67,2,1,30,1,46,20,77,8,6,9,61,0,8,14,0,33,99,8,67
28,18,14,2,34,71,19,19,0,19,16,5,2,39,21,0,5,6,3,0,2,18,0,1,98,10,29
29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3,83,282,25,138,89,83,88,18,10,138,16,56,16,58,5,71,34,42,3,10,15,0,98,174,58,66
30,113,25,11,68,80,208,65,10,17,26,65,8,6,52,5,96,16,38,0,14,2,2,33,177,21,5
31,84,112,0,170,20,26,12,2,4,37,0,15,1,130,0,0,21,10,0,1,9,0,24,73,17,64
32,34,116,2,3452,81,1048,313,0,1,5,477,188,95,141,1,10,89,7,6,54,118,0,102,713,151,91
33,76,75,0,35,27,72,58,7,7,88,24,19,3,5,4,53,12,50,1,12,17,0,57,110,54,22
34,78,297,0,184,45,13,20,2,9,94,9,29,38,89,1,6,10,15,0,5,85,1,23,82,54,68
35,17,46,7,4,30,34,25,4,13,116,6,8,0,4,11,15,10,52,0,3,9,0,38,111,24,17
36,94,285,9,184,47,74,169,10,2,33,0,756,12,71,1,6,41,90,0,7,27,0,25,142,39,78
37,19,22,11,53,42,49,52,3,10,74,6,29,5,23,20,13,14,19,8,6,8,2,7,100,44,24
38,54,51,3,507,32,96,18,4,0,19,3,19,29,122,1,0,28,4,0,8,49,0,11,155,14,41
39,131,165,21,1034,46,259,158,14,4,96,2,272,58,164,3,11,114,130,5,12,27,0,58,370,17,131
4,88,66,0,286,17,20,20,0,0,39,1,8,51,111,0,0,16,7,0,0,8,0,12,106,12,46
40,11,39,0,49,49,11,10,0,0,19,0,0,0,4,0,0,15,5,25,5,12,0,26,58,38,21
41,38,22,17,139,34,120,97,19,5,22,17,42,24,32,8,26,16,9,24,22,9,4,23,143,39,11
42,13,11,1,5,28,17,5,0,1,8,1,4,5,2,2,1,6,98,14,10,9,0,11,55,16,27
43,38,25,1,2,31,69,10,0,3,211,7,6,0,2,11,8,10,47,1,5,3,0,52,151,41,37
44,24,31,7,14,55,15,11,2,13,53,5,2,0,39,5,15,0,92,36,4,3,0,57,132,73,11
45,28,18,0,8,8,9,19,0,4,29,5,9,0,4,1,14,4,5,0,2,5,0,11,32,13,20
46,109,35,0,1105,29,98,34,0,0,43,0,9,169,209,1,1,48,4,0,10,17,0,25,222,30,58
47,57,66,2,88,24,51,18,5,4,28,5,9,8,133,1,0,19,16,0,4,4,0,18,98,45,49
