cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
-1,25,56,4,39,37,41,46,3,14,65,14,23,14,18,8,17,9,38,8,14,12,1,34,134,56,36
0,86,186,27,367,137,332,225,48,32,219,35,233,59,77,38,54,57,58,33,61,71,6,93,417,160,60
1,10,13,0,2,6,0,3,1,1,18,0,1,0,2,0,1,0,6,0,0,0,0,5,15,6,4
10,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0
11,2,1,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,2
13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
14,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
15,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0
16,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
18,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
19,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0
2,2,6,2,55,7,19,9,1,0,3,0,2,1,6,1,1,4,0,40,1,3,0,2,48,10,3
20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
21,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
22,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
23,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0
25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0
3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
4,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
5,0,2,1,0,1,0,4,0,1,0,0,0,6,1,0,1,0,2,0,0,0,0,3,5,1,0
6,0,0,0,0,1,1,1,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,1,0,0
7,0,0,1,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1
8,0,0,1,118,1,3,2,0,0,0,0,0,0,21,0,1,0,0,0,7,0,0,0,12,2,0
9,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
