cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
0,13,37,7,222,34,94,70,8,4,20,12,31,39,13,2,15,12,12,6,19,14,1,32,97,32,13
1,52,56,0,4,35,30,15,12,9,137,3,36,8,5,7,5,5,25,3,4,3,0,37,104,43,19
10,0,1,0,0,1,13,9,0,0,6,1,0,0,1,8,1,1,2,0,3,3,0,0,16,8,4
11,2,2,0,3,1,2,1,1,0,6,0,6,0,1,1,2,0,2,0,0,0,0,0,6,4,3
12,5,1,3,6,9,14,15,1,2,4,1,1,1,7,2,9,1,2,1,0,0,1,2,23,9,3
13,2,2,0,5,6,4,4,0,0,4,0,2,0,0,0,0,0,2,2,2,2,0,0,11,1,3
14,10,6,11,28,16,71,50,7,4,7,4,11,22,11,1,5,11,4,1,6,29,5,9,54,6,2
15,2,3,0,13,3,8,8,0,1,2,1,0,2,5,1,1,1,6,2,0,2,0,0,9,1,4
16,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2
17,2,11,2,1,5,5,1,0,5,5,2,1,0,3,2,3,0,6,8,1,1,0,13,18,8,6
18,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
19,3,4,0,1,3,2,1,0,1,21,0,0,0,1,0,0,0,12,0,0,2,0,3,8,8,1
2,0,3,1,140,8,3,3,0,5,1,0,2,2,30,0,0,0,1,0,9,0,0,0,17,6,1
20,4,1,0,0,6,12,5,1,4,18,5,13,0,0,6,3,4,4,2,1,2,0,2,30,9,3
21,1,0,3,6,3,15,7,3,2,2,1,2,0,1,1,3,0,2,0,2,1,0,2,27,7,0
22,5,0,1,1,4,13,7,2,0,8,3,4,1,4,5,3,2,2,0,4,2,0,4,30,4,4
23,8,31,0,27,13,28,14,2,3,10,1,9,1,5,4,4,2,5,0,10,9,0,9,25,13,3
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
25,0,2,1,24,2,6,5,1,1,1,0,0,0,11,1,5,0,0,1,2,1,0,1,9,2,4
3,1,48,0,8,8,15,13,4,1,11,0,42,1,1,1,5,8,1,0,3,1,0,2,28,11,5
4,5,32,2,5,10,10,7,3,2,21,0,19,2,9,1,8,7,3,0,5,5,0,7,22,14,9
5,1,4,1,25,6,12,9,1,1,4,1,1,1,3,4,1,8,4,12,3,2,0,3,29,8,1
6,4,3,3,21,13,3,5,2,4,8,0,1,2,5,4,1,0,9,32,1,1,0,9,33,22,3
7,0,5,0,4,3,14,13,2,1,5,13,3,2,0,0,2,1,1,0,6,3,0,1,9,5,1
8,10,8,3,46,5,30,30,3,0,8,0,79,4,14,0,1,11,4,1,5,5,0,8,36,4,9
9,4,11,0,5,3,3,3,0,0,6,1,0,0,1,0,1,0,1,12,0,1,0,2,17,16,6
