cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
0,1,2,0,11,4,1,4,2,0,0,0,1,6,4,1,2,1,2,0,0,0,1,1,9,0,4
1,7,6,1,0,5,6,6,0,6,27,2,5,1,1,6,4,4,8,0,1,4,0,1,15,13,4
10,3,3,1,0,0,0,0,0,0,3,0,1,1,0,1,0,0,1,0,0,0,0,6,3,2,1
11,7,2,0,0,5,1,4,0,2,8,0,1,7,2,0,1,1,4,0,0,0,0,4,10,6,4
12,2,5,0,5,12,40,28,5,1,3,0,7,1,5,0,3,4,1,1,11,9,0,1,24,7,3
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14,2,11,4,6,6,50,27,6,2,1,17,15,4,3,3,0,10,4,1,21,13,0,1,24,9,3
15,5,3,0,3,6,1,3,0,0,0,0,0,3,3,0,2,0,2,0,1,1,0,5,6,0,1
16,6,7,1,1,6,12,10,1,4,37,2,13,6,0,7,7,3,4,1,1,3,0,0,24,10,6
17,2,1,0,16,4,5,4,1,0,1,1,0,0,0,1,0,2,1,13,0,0,0,1,10,4,1
18,1,21,0,11,6,8,3,1,0,0,0,3,0,5,0,0,1,1,0,0,1,0,2,9,2,2
19,3,6,1,5,6,0,4,1,3,12,0,0,3,2,1,3,0,3,0,0,0,0,5,10,4,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20,0,13,1,19,5,11,11,0,0,6,1,1,7,4,0,3,2,4,0,2,2,0,2,16,4,2
21,4,16,1,3,7,3,2,1,1,13,1,1,1,1,0,3,0,1,0,0,1,0,4,15,16,1
22,1,1,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0
23,3,4,0,0,2,0,2,0,1,7,1,0,0,0,0,1,0,0,0,1,0,0,4,2,2,2
24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25,2,1,0,1,18,3,7,1,2,25,0,14,0,0,0,0,1,0,1,4,0,0,0,31,11,3
26,4,0,1,65,2,14,7,1,0,0,0,3,1,0,1,1,3,1,0,2,6,2,1,13,2,1
27,3,3,0,0,2,2,1,1,3,11,0,0,0,0,0,1,0,5,0,0,0,0,0,12,5,2
28,0,0,0,69,0,2,1,0,0,0,0,0,0,12,0,0,0,0,0,5,1,0,0,7,1,0
29,2,5,0,2,6,0,0,0,1,10,0,1,0,1,0,3,0,3,0,0,1,0,4,11,1,5
3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
30,5,7,5,25,7,46,25,8,0,5,0,8,2,1,0,2,2,0,2,2,6,1,2,16,6,3
31,7,13,1,0,8,7,2,1,3,22,1,2,0,0,2,1,0,8,1,1,2,0,6,15,17,6
32,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,2,2,13,2,16,8,3,1,3,0,0,0,2,3,2,1,1,12,3,1,0,1,21,4,2
34,1,4,2,23,2,7,2,0,0,0,0,1,0,2,0,1,2,0,12,0,0,0,1,19,2,1
35,4,13,0,4,4,1,1,2,3,11,0,1,2,3,1,1,0,4,0,3,2,0,6,10,12,3
36,3,12,0,4,5,4,2,1,1,5,1,2,7,1,1,4,0,6,0,1,0,0,8,9,2,3
37,1,1,2,3,4,9,11,1,0,6,1,62,0,1,0,0,5,2,0,2,1,0,34,26,5,0
38,4,12,0,4,9,5,4,1,0,24,0,3,1,1,1,0,2,5,1,0,1,0,5,24,13,2
39,3,4,2,60,5,13,3,0,2,1,0,0,3,3,0,1,2,0,0,0,4,0,1,14,2,0
4,1,3,0,2,1,2,0,0,0,6,4,2,1,0,1,1,0,4,1,0,0,0,4,8,4,4
40,0,2,0,11,0,10,8,5,0,2,1,2,2,9,0,0,2,0,6,3,0,0,1,16,3,1
41,3,8,1,9,3,6,4,0,1,3,1,0,3,15,0,3,2,3,0,3,0,0,2,13,3,4
42,5,5,2,46,1,32,10,2,1,4,1,8,2,4,0,1,1,2,1,4,12,0,4,17,3,2
43,0,0,1,21,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,1,2
44,1,5,1,5,3,10,10,1,0,2,0,66,2,1,0,2,3,1,0,2,3,0,2,10,0,1
45,5,2,2,2,3,16,24,2,1,8,1,25,1,2,6,7,11,2,0,1,1,0,3,22,8,3
46,0,1,0,6,0,4,5,1,0,1,0,1,2,10,0,0,1,1,2,0,0,0,0,8,1,1
47,7,6,0,0,1,0,1,0,2,8,1,0,5,0,2,0,1,3,0,0,1,0,2,10,2,6
48,0,1,1,17,1,6,2,0,0,2,0,0,0,3,0,0,0,0,16,1,2,0,0,18,4,1
49,4,11,0,0,3,1,1,0,2,8,0,0,0,0,0,0,0,3,0,0,0,0,2,10,4,1
5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,3,2,1,19,4,15,12,2,0,3,0,1,5,0,1,1,0,2,5,1,2,0,0,21,8,3
51,1,2,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1
52,3,3,0,9,7,7,7,0,3,4,2,1,2,1,0,8,1,1,2,0,2,0,4,19,5,3
53,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,1,2,0
