cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
0,9,20,1,20,14,9,7,3,6,17,1,1,7,19,1,6,2,13,0,4,2,1,6,40,10,12
1,7,11,5,45,15,90,61,15,0,9,0,71,7,8,2,7,9,3,13,11,15,1,4,61,13,7
10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,8,49,2,41,19,18,12,2,6,31,5,2,2,5,3,5,2,13,2,2,4,3,14,41,32,8
12,1,0,1,0,0,0,0,0,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
13,3,8,0,4,7,1,0,0,1,16,4,3,1,1,0,4,0,5,1,0,1,0,7,17,4,8
14,7,18,1,9,9,4,5,2,4,15,1,2,10,2,2,7,0,9,0,1,0,0,13,16,5,4
15,11,9,5,111,8,58,24,2,1,6,1,13,5,4,2,1,4,4,4,7,15,0,5,43,10,3
16,12,12,1,2,9,15,14,1,10,58,3,14,4,2,12,8,8,11,2,2,6,0,1,31,18,10
17,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18,14,18,1,9,16,2,7,0,2,11,0,0,6,9,1,6,1,7,0,2,2,0,9,33,11,5
19,2,5,3,57,2,21,23,7,0,5,1,4,2,30,2,1,3,1,16,5,0,0,1,46,7,4
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20,5,29,2,34,12,16,16,3,2,19,1,2,13,8,1,5,3,5,0,5,3,0,8,34,26,4
21,1,3,1,105,2,12,4,0,0,1,0,2,0,17,0,1,1,0,24,6,3,0,0,33,6,2
22,8,28,2,111,20,36,18,2,4,5,2,5,6,9,0,9,4,2,3,0,11,1,6,42,7,5
23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24,3,2,1,0,0,0,1,0,0,7,0,1,1,1,1,0,0,4,0,0,0,0,4,6,4,2
25,5,18,6,11,15,76,53,10,3,10,20,98,5,6,3,5,16,6,1,30,17,0,37,65,17,4
3,4,6,0,0,2,1,2,0,1,9,1,1,0,0,1,1,0,2,0,1,0,0,8,6,3,3
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,14,8,0,0,6,1,6,0,4,17,1,1,12,3,2,1,2,7,0,0,1,0,6,21,9,10
7,10,19,3,31,15,11,10,4,1,29,2,4,3,1,3,4,4,9,15,1,2,1,10,50,26,9
8,2,1,0,0,4,1,2,0,0,3,0,0,0,1,0,0,0,3,0,0,0,0,2,4,2,0
9,7,3,2,2,24,28,29,2,5,50,2,35,3,4,15,7,14,3,2,8,5,0,2,67,31,8
