cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
0,102,353,36,173,109,110,134,19,16,149,16,87,16,70,5,75,54,57,3,10,17,0,109,206,66,79
1,15,38,1,126,15,20,31,1,1,68,537,3,0,32,0,18,4,21,0,4,9,0,58,78,28,19
10,143,156,26,4430,48,384,157,9,0,175,3,234,67,266,2,6,121,126,3,22,16,0,97,484,19,213
11,43,28,13,76,77,64,51,3,13,149,5,29,11,28,24,16,17,31,15,9,8,3,11,143,67,32
12,91,329,10,188,65,89,194,12,1,37,1,691,13,72,3,10,41,85,0,12,23,0,31,140,41,76
13,181,254,32,1576,71,1000,387,4,13,16,42,181,120,409,0,30,212,112,2,42,123,1,74,661,41,38
14,112,131,4,236,84,254,169,20,23,97,34,50,11,40,10,116,33,80,2,26,22,0,82,264,83,68
15,31,25,30,559,67,245,186,17,9,12,19,29,30,8,7,20,26,5,7,49,215,5,33,175,30,12
16,11,44,1,48,44,11,10,0,0,23,0,0,0,4,0,0,15,8,26,5,12,0,18,66,40,42
17,56,324,5,68,66,52,105,9,12,40,0,176,24,66,5,5,26,61,0,3,16,0,23,123,19,64
18,1092,1329,19,365,408,192,210,85,95,1270,12,329,70,114,11,33,29,262,2,23,75,0,492,1190,263,358
19,82,123,0,75,21,19,12,6,15,110,0,26,5,25,0,6,2,7,0,0,27,0,32,75,28,53
2,38,33,50,447,29,105,495,9,3,18,1,318,11,10,0,1,15,8,1,15,16,0,27,303,36,8
20,69,120,1,132,36,50,11,12,9,63,1,18,64,89,0,7,23,20,0,2,30,0,12,61,13,43
21,51,165,2,3471,91,1053,318,0,1,24,477,187,95,141,1,10,93,10,6,54,120,0,118,738,157,96
22,41,25,1,2,32,69,10,1,3,212,9,6,1,2,12,9,10,49,1,5,3,0,52,152,42,38
23,63,71,4,528,39,100,21,4,0,24,5,22,31,140,1,0,28,5,0,8,52,0,11,176,17,49
24,53,84,7,87,41,44,29,3,2,26,7,33,15,44,0,12,11,36,1,1,11,0,44,124,27,79
25,69,31,0,133,16,19,8,2,3,15,0,13,1,104,0,0,20,8,0,1,1,0,16,56,6,55
26,0,0,0,0,4,1,4,0,0,10,1,0,0,2,0,0,0,1,0,0,1,0,0,10,1,0
27,38,193,6,116,34,55,35,9,16,18,4,52,18,40,0,8,21,19,1,0,13,0,27,85,11,79
28,26,391,2,31,19,11,49,4,14,68,1,21,51,20,2,0,28,15,0,10,11,0,10,62,32,34
29,40,35,25,100,37,143,134,22,6,24,19,51,27,25,7,27,18,13,19,24,12,5,27,161,47,13
3,137,133,29,903,35,319,150,11,2,176,0,1128,24,195,2,6,93,67,5,17,64,0,39,365,24,123
30,15,154,1,90,21,38,12,5,11,53,0,12,0,18,0,2,4,15,0,3,41,0,9,54,32,34
31,163,121,12,136,64,137,202,17,11,37,20,22,16,22,7,29,18,94,3,2,10,0,46,232,39,17
32,42,126,1,105,44,30,27,7,5,35,3,20,29,38,1,14,28,41,0,11,2,0,14,135,26,85
33,18,50,44,100,25,227,243,19,0,28,3,434,10,37,0,8,74,19,1,13,9,1,69,132,21,10
34,78,46,14,77,73,130,91,15,6,63,24,11,12,23,5,34,16,27,8,5,9,2,35,164,51,26
35,114,29,11,71,79,203,69,10,21,26,69,8,6,52,6,100,19,47,0,14,2,2,36,189,22,5
36,150,150,20,227,102,353,252,7,4,42,22,95,75,102,8,21,74,44,0,23,49,2,48,245,44,22
37,3,18,8,348,1,30,4,2,47,5,6,2,10,26,1,1,0,8,0,29,1,0,1,73,21,6
38,20,158,0,6,29,29,13,6,5,69,1,14,0,6,2,2,7,17,1,0,8,0,8,63,17,26
39,2,38,6,207,81,66,78,1,31,25,1,44,33,12,5,2,15,114,58,29,3,0,29,110,77,25
4,160,473,15,234,141,97,78,20,41,273,3,97,32,78,5,40,19,73,1,8,21,0,174,358,116,147
40,76,297,0,181,47,14,20,2,9,93,9,29,38,92,1,6,11,15,0,6,85,1,22,77,53,69
41,53,78,5,161,36,58,37,3,2,10,1,16,29,49,0,9,13,46,3,12,8,0,22,46,6,62
42,43,36,29,1111,101,193,173,9,6,22,7,8,383,23,9,17,17,2,0,31,91,11,65,303,39,4
43,57,68,2,88,25,51,18,5,4,28,5,9,7,132,1,0,19,16,0,4,6,0,18,99,43,49
44,82,205,35,544,94,838,297,17,5,37,9,283,21,278,4,12,135,59,6,45,192,0,44,433,24,24
45,82,306,10,129,96,163,89,15,24,204,4,63,28,43,10,24,27,79,4,17,21,0,86,261,78,83
46,20,47,2,1,16,26,7,0,12,64,2,5,0,27,6,8,0,31,28,6,3,0,37,110,64,31
47,98,84,1,151,23,84,19,0,1,32,13,7,55,140,0,6,13,10,0,3,28,0,25,72,26,57
48,22,44,5,19,89,3,23,13,14,97,6,5,7,22,27,24,0,114,18,4,2,0,74,175,119,16
49,63,75,11,27,39,72,71,11,16,130,12,11,3,11,16,36,12,75,3,8,12,0,65,176,80,30
5,14,25,20,237,28,112,85,1,2,12,3,86,81,56,5,7,71,31,0,14,19,0,38,151,5,18
50,19,150,0,13,30,13,10,3,3,34,0,15,2,18,1,1,3,16,1,2,7,0,7,51,15,29
51,146,48,0,1219,34,103,39,0,0,49,0,14,191,251,1,1,57,5,0,10,17,0,28,246,36,85
52,219,208,13,599,63,133,144,12,3,60,1,202,41,155,7,12,47,139,2,8,27,0,46,274,20,128
53,45,84,4,35,59,85,69,8,5,135,1,35,9,33,25,1,21,61,0,18,28,0,31,155,74,70
54,16,7,2,25,65,18,9,0,5,5,6,0,0,13,0,6,3,1,2,2,13,0,1,52,11,13
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56,85,126,19,94,53,128,142,7,6,76,6,118,12,33,11,30,62,31,0,26,42,4,65,189,56,22
57,17,101,0,43,4,8,4,1,2,28,0,3,1,25,0,1,2,4,0,0,11,0,11,23,17,45
58,33,178,6,90,58,52,28,6,12,92,3,31,11,31,2,13,15,27,0,9,27,0,37,68,43,38
59,18,41,2,43,45,29,48,5,18,36,33,15,6,8,5,34,2,22,0,8,5,1,44,75,30,10
6,67,214,0,86,124,33,31,12,13,123,8,26,10,29,4,39,12,31,2,4,6,0,92,128,44,68
7,40,78,7,2165,283,39,64,0,15,14,11,8,284,34,2,74,31,30,16,61,15,6,90,252,67,40
8,109,185,0,329,25,30,42,3,4,62,4,23,53,194,1,6,23,11,0,3,25,0,14,188,17,56
9,24,54,56,113,66,390,162,22,16,35,27,14,5,26,15,66,11,41,4,30,5,0,50,289,50,6
