cluster,category,precision
344,conferences_and_other_events,1.0
0,conferences_and_other_events,0.20851063829787234
346,personal_or_auto-biographical,1.0
347,videoblogging,1.0
340,the_mainstream_media,1.0
341,comedy,1.0
342,videoblogging,1.0
343,music_and_entertainment,0.5
810,comedy,1.0
811,travel,1.0
812,videoblogging,1.0
813,the_mainstream_media,1.0
348,default_category,0.3333333333333333
349,travel,1.0
816,web_development_and_sites,1.0
817,religion,1.0
595,sports,1.0
719,default_category,1.0
718,citizen_journalism,1.0
717,politics,1.0
716,travel,1.0
715,conferences_and_other_events,0.25
714,gaming,0.3333333333333333
713,videoblogging,1.0
712,religion,1.0
711,food_and_drink,1.0
710,food_and_drink,1.0
915,religion,1.0
914,technology,1.0
606,business,0.3333333333333333
917,food_and_drink,1.0
594,autos_and_vehicles,1.0
736,videoblogging,1.0
916,food_and_drink,1.0
911,travel,1.0
619,citizen_journalism,1.0
910,videoblogging,1.0
913,videoblogging,1.0
298,sports,1.0
299,travel,1.0
296,travel,1.0
297,videoblogging,1.0
294,food_and_drink,1.0
295,videoblogging,1.0
292,videoblogging,1.0
293,food_and_drink,1.0
290,food_and_drink,0.5
291,web_development_and_sites,1.0
591,citizen_journalism,1.0
590,art,1.0
593,conferences_and_other_events,1.0
592,autos_and_vehicles,0.5
199,health,0.4
198,religion,0.6666666666666666
597,autos_and_vehicles,0.3333333333333333
596,politics,1.0
195,art,0.5
194,autos_and_vehicles,0.75
197,gaming,1.0
196,conferences_and_other_events,0.3333333333333333
191,art,0.3333333333333333
190,travel,1.0
193,art,0.3333333333333333
192,gaming,1.0
270,literature,0.5
271,food_and_drink,0.5
272,gaming,0.5
273,autos_and_vehicles,0.5
274,art,0.5
275,comedy,0.5
276,food_and_drink,0.5
277,travel,0.5
278,comedy,0.5
279,the_mainstream_media,0.5
738,the_mainstream_media,1.0
524,travel,1.0
525,religion,1.0
526,food_and_drink,1.0
527,health,0.4444444444444444
520,art,1.0
521,personal_or_auto-biographical,1.0
522,travel,1.0
523,autos_and_vehicles,1.0
599,autos_and_vehicles,1.0
528,health,1.0
529,web_development_and_sites,1.0
449,videoblogging,1.0
448,personal_or_auto-biographical,1.0
443,travel,1.0
442,autos_and_vehicles,1.0
441,autos_and_vehicles,1.0
440,conferences_and_other_events,0.3333333333333333
447,food_and_drink,1.0
446,default_category,1.0
445,default_category,0.5
444,conferences_and_other_events,1.0
