file_name,map
25,0.9770576250034383
30,0.9626719288474898
35,0.9428800729556815
40,0.9164290280008993
45,0.8849097657398695
50,0.8494103309565905
55,0.8009760380834721
60,0.7652027348804971
65,0.728995841819591
70,0.7002941391899448
