cluster,category,precision
344,conferences_and_other_events,0.5
0,citizen_journalism,0.3090128755364807
346,music_and_entertainment,0.4
347,food_and_drink,1.0
340,default_category,0.5
341,school_and_education,1.0
342,autos_and_vehicles,0.6
343,music_and_entertainment,0.4
348,default_category,1.0
349,art,0.3333333333333333
595,food_and_drink,0.6666666666666666
719,gaming,1.0
718,default_category,1.0
717,videoblogging,0.6666666666666666
716,food_and_drink,1.0
715,food_and_drink,0.5
714,food_and_drink,1.0
713,gaming,1.0
712,politics,1.0
711,autos_and_vehicles,0.5
710,conferences_and_other_events,0.3333333333333333
606,health,1.0
594,sports,0.5
736,food_and_drink,1.0
619,default_category,1.0
298,religion,1.0
299,movies_and_television,0.5
296,documentary,0.5
297,conferences_and_other_events,1.0
294,art,0.3333333333333333
295,default_category,1.0
292,travel,1.0
293,default_category,1.0
290,conferences_and_other_events,0.5
291,default_category,0.5
591,default_category,0.3333333333333333
590,travel,1.0
593,travel,1.0
592,health,0.5
199,travel,1.0
198,autos_and_vehicles,1.0
597,web_development_and_sites,1.0
596,comedy,0.5
195,default_category,0.5
194,default_category,1.0
197,citizen_journalism,1.0
196,videoblogging,1.0
191,web_development_and_sites,1.0
190,travel,1.0
193,travel,1.0
192,educational,1.0
270,citizen_journalism,0.15789473684210525
271,travel,0.6666666666666666
272,videoblogging,1.0
273,art,1.0
274,travel,1.0
275,citizen_journalism,0.3333333333333333
276,default_category,0.3333333333333333
277,autos_and_vehicles,0.2857142857142857
278,autos_and_vehicles,0.3333333333333333
279,citizen_journalism,0.6666666666666666
738,travel,1.0
524,personal_or_auto-biographical,1.0
525,travel,1.0
526,food_and_drink,1.0
527,gaming,1.0
520,art,0.5
521,technology,0.5
522,art,1.0
523,movies_and_television,1.0
599,conferences_and_other_events,0.15625
528,art,0.6666666666666666
529,travel,0.3333333333333333
449,conferences_and_other_events,0.5
448,travel,1.0
443,autos_and_vehicles,1.0
442,religion,1.0
441,citizen_journalism,1.0
440,health,0.25
447,religion,1.0
446,sports,1.0
445,autos_and_vehicles,1.0
444,travel,1.0
108,health,0.5
109,health,1.0
102,health,0.6666666666666666
103,food_and_drink,0.3333333333333333
100,autos_and_vehicles,0.5
101,educational,0.5
106,religion,1.0
107,food_and_drink,1.0
104,web_development_and_sites,1.0
105,comedy,0.2
39,default_category,0.11538461538461539
38,travel,0.22727272727272727
33,religion,0.2727272727272727
32,movies_and_television,0.47368421052631576
31,citizen_journalism,0.5
30,travel,0.2727272727272727
37,school_and_education,0.7
36,travel,0.25
35,music_and_entertainment,0.5555555555555556
34,health,0.7272727272727273
641,school_and_education,0.3333333333333333
640,food_and_drink,1.0
643,food_and_drink,1.0
642,conferences_and_other_events,1.0
645,food_and_drink,0.6666666666666666
644,citizen_journalism,1.0
438,travel,1.0
439,school_and_education,1.0
436,travel,1.0
437,travel,1.0
434,videoblogging,1.0
435,videoblogging,1.0
432,food_and_drink,0.4
433,citizen_journalism,1.0
430,web_development_and_sites,1.0
431,food_and_drink,1.0
339,business,0.25
338,travel,1.0
335,videoblogging,1.0
334,health,0.5
337,business,0.25
336,autos_and_vehicles,0.3333333333333333
331,politics,0.5
330,travel,0.6666666666666666
333,business,0.3333333333333333
332,conferences_and_other_events,1.0
89,citizen_journalism,1.0
345,web_development_and_sites,1.0
6,citizen_journalism,0.7560975609756098
99,technology,0.5
98,gaming,0.5
91,citizen_journalism,0.14285714285714285
90,art,0.14285714285714285
93,default_category,0.42857142857142855
92,travel,0.18181818181818182
95,default_category,0.5
94,travel,0.3076923076923077
97,conferences_and_other_events,0.5
96,citizen_journalism,0.5
559,default_category,1.0
558,literature,1.0
555,conferences_and_other_events,0.6666666666666666
554,videoblogging,1.0
557,autos_and_vehicles,0.5
556,autos_and_vehicles,1.0
551,citizen_journalism,0.15384615384615385
550,conferences_and_other_events,1.0
553,comedy,0.3333333333333333
552,travel,0.42857142857142855
238,travel,1.0
239,autos_and_vehicles,0.2222222222222222
234,default_category,1.0
235,music_and_entertainment,1.0
236,travel,1.0
237,citizen_journalism,0.3333333333333333
230,conferences_and_other_events,0.5
