cluster,category,score
cluster25,travel,0.14887365328109697
cluster71,autos_and_vehicles,0.416
cluster12,autos_and_vehicles,0.2137359384251036
cluster58,travel,0.13191489361702127
cluster59,autos_and_vehicles,0.18492672714584787
cluster42,travel,0.1288782816229117
cluster54,citizen_journalism,0.6192588353126341
cluster55,conferences_and_other_events,0.2919831223628692
cluster56,autos_and_vehicles,0.2857142857142857
cluster57,comedy,0.24528301886792453
cluster50,travel,0.1306122448979592
cluster51,movies_and_television,0.202
cluster52,citizen_journalism,0.2357473035439137
cluster53,food_and_drink,0.3333333333333333
cluster10,travel,0.15384615384615385
cluster77,conferences_and_other_events,0.16885245901639345
cluster38,autos_and_vehicles,0.2534013605442177
cluster39,autos_and_vehicles,0.30348837209302326
cluster72,conferences_and_other_events,0.35883547731888965
cluster15,citizen_journalism,0.229706390328152
cluster16,citizen_journalism,0.238300935925126
cluster17,travel,0.14600550964187328
cluster18,health,0.24820512820512822
cluster33,autos_and_vehicles,0.2127906976744186
cluster30,citizen_journalism,0.5325732899022801
cluster31,food_and_drink,0.2116154873164219
cluster36,travel,0.15283842794759825
cluster37,food_and_drink,0.2958579881656805
cluster34,autos_and_vehicles,0.3210633946830266
cluster35,travel,0.16148325358851676
cluster13,travel,0.25829383886255924
cluster9,autos_and_vehicles,0.21052631578947367
cluster8,citizen_journalism,0.5916460566089585
cluster44,citizen_journalism,0.2869318181818182
cluster79,health,0.2573426573426573
cluster28,autos_and_vehicles,0.15260545905707196
cluster65,food_and_drink,0.15674362089914945
cluster1,art,0.17685411572942136
cluster78,autos_and_vehicles,0.18543956043956045
cluster11,conferences_and_other_events,0.21046643913538113
cluster74,citizen_journalism,0.38926174496644295
cluster49,default_category,0.26652221018418204
cluster75,travel,0.1469387755102041
cluster70,citizen_journalism,0.3020730503455084
cluster43,citizen_journalism,0.15715948777648428
cluster14,health,0.5136821891502641
cluster41,autos_and_vehicles,0.16923076923076924
cluster40,conferences_and_other_events,0.27718040621266427
cluster47,travel,0.13849765258215962
cluster46,conferences_and_other_events,0.22545454545454546
cluster45,citizen_journalism,0.4734677087618264
cluster73,travel,0.12053571428571429
cluster29,conferences_and_other_events,0.13712374581939799
cluster64,autos_and_vehicles,0.15289256198347106
cluster67,travel,0.3081081081081081
cluster66,autos_and_vehicles,0.15096153846153845
cluster61,conferences_and_other_events,0.20722635494155153
cluster60,citizen_journalism,0.3152549697493518
cluster63,autos_and_vehicles,0.33182844243792325
cluster62,travel,0.22131147540983606
cluster21,food_and_drink,0.21929824561403508
cluster20,art,0.1490104772991851
cluster23,citizen_journalism,0.22722620266120777
cluster22,citizen_journalism,0.14965986394557823
cluster69,citizen_journalism,0.17485265225933203
cluster24,autos_and_vehicles,0.2222222222222222
cluster27,citizen_journalism,0.18207282913165265
cluster68,food_and_drink,0.21841541755888652
cluster32,travel,0.20557491289198607
cluster26,autos_and_vehicles,0.19248826291079812
cluster48,autos_and_vehicles,0.19703389830508475
cluster19,citizen_journalism,0.15693012600229095
cluster2,citizen_journalism,0.24395946999220577
cluster3,citizen_journalism,0.4746222394420767
cluster0,citizen_journalism,0.4412407164700743
cluster76,travel,0.118491921005386
cluster6,citizen_journalism,0.18443627450980393
cluster7,comedy,0.1510791366906475
cluster4,travel,0.23059360730593606
cluster5,gaming,0.5424242424242425
