category,art,movies_and_television,web_development_and_sites,politics,sports,technology,educational,religion,travel,music_and_entertainment,the_environment,school_and_education,health,citizen_journalism,personal_or_auto-biographical,food_and_drink,conferences_and_other_events,gaming,literature,business,the_mainstream_media,autos_and_vehicles,comedy,default_category,videoblogging,documentary
the_environment,128.59793586263507,45.24239852767147,326.15086054851247,457.9295126108712,156.81190748049255,522.6924853705656,463.19837184316594,669.2095065450576,116.29190834187017,107.59672490238741,1019.1267723674694,551.6416748507428,40.86704091753114,285.95303816599187,410.63149647149385,161.96880632554172,582.1618022366899,378.5807888283888,634.0273049166728,580.075766101223,520.8714713402989,302.60613344564973,67.65638371192335,192.9789116358169,207.3300010719762,57.34123897993734
school_and_education,664.9121066143854,555.0873574706994,227.5369412528683,108.31368646178798,402.53659557213933,35.83547182969473,89.33385189037949,133.11783815206348,462.84147144175836,514.5071743402654,551.6416748507428,288.278890989811,583.2924524172056,269.9407011082108,160.3817855506531,397.4212214017349,48.81472112611769,926.4278073357391,114.0943546305534,39.53906474142196,50.19238261663974,257.31916200714295,610.1686989812836,364.20297987024236,359.0648860091262,571.0586866226323
health,115.85519023282978,68.61976614355193,357.74025459130723,488.2992319072777,191.96281002356864,554.0903707866876,495.08462738595597,701.1058954007987,151.83528846205863,139.5116776698637,40.86704091753114,583.2924524172056,576.0264219124261,317.80771361306927,444.295877354455,196.8839073796946,614.2784289390041,351.8412846496172,666.0599512952397,611.275188706924,552.285541468363,332.0532847804316,55.81305592767636,227.35638513256936,242.56142430755605,72.59214523554499
citizen_journalism,400.0041100433589,289.8772623253628,57.34056054895356,174.67859903288343,141.0427014168529,242.19944784575284,183.35649328780002,390.7940418890212,201.72191299248766,258.1788146016222,285.95303816599187,269.9407011082108,317.80771361306927,554.4740616272097,143.96630326941954,135.94486102445137,302.1330314336483,659.5976069472232,351.1460669380863,298.32606720617395,242.9784535996649,71.91659624890325,344.01736347006374,101.82281891401212,107.9056125547245,305.6929984529485
personal_or_auto-biographical,516.741299131746,409.2456857525692,108.8082326368815,111.4600892061573,256.82080542638903,135.41838778839156,84.22002996021368,274.19466571085104,313.4968322621424,361.7022703369882,410.63149647149385,160.3817855506531,444.295877354455,143.96630326941954,480.36958867870965,252.85663260772705,184.9501258444289,779.1267582967571,239.3888677501273,189.42789430194617,131.07305793186651,141.71386681664004,467.23922878138563,220.34900939600948,209.20040037215162,424.0735369214988
food_and_drink,269.8087561409064,161.41802603257395,176.61140164517053,308.2817680090583,26.698174813925323,369.4263797821027,309.4742246136642,516.2705746039163,75.67674200829423,130.55049407879517,161.96880632554172,397.4212214017349,196.8839073796946,135.94486102445137,252.85663260772705,513.9096119399221,427.54108223492904,530.3109834117294,476.97346867026334,427.03758450705976,368.31423324813744,162.45392422656664,217.97522316517455,40.82145078421119,52.709415636515864,175.68512676309015
conferences_and_other_events,693.6443969953117,583.7485660686178,260.70606503512715,143.56498886372273,431.98738688780816,68.3270935177052,123.13228751440016,93.79933019978874,491.81086985669265,541.6056119363571,582.1618022366899,48.81472112611769,614.2784289390041,302.1330314336483,184.9501258444289,427.54108223492904,301.4191845360786,955.6795291112484,98.59066029633924,44.98917319126661,72.1431813572365,289.94193676081727,639.4948423271683,393.74467142515215,387.54801912381674,600.1553981972097
gaming,262.9110815738124,372.2708945069802,701.2365811146259,833.2292097002805,524.5248358890276,898.0862908833909,838.0024582072127,1042.152925011799,466.72031931993615,421.04874084402826,378.5807888283888,926.4278073357391,351.8412846496172,659.5976069472232,779.1267582967571,530.3109834117294,955.6795291112484,954.9599996246606,1003.9359112171371,955.6105724758958,896.0313006098972,679.9837117622385,318.70909134287547,562.8472457716915,570.7747072524264,356.10441682810466
literature,743.2806632497409,634.9210203761749,315.8939937297467,191.1397770789754,482.49980100026454,136.37179556669153,185.81626696315135,122.51090834388802,540.3025795033292,591.0537952641291,634.0273049166728,114.0943546305534,666.0599512952397,351.1460669380863,239.3888677501273,476.97346867026334,98.59066029633924,1003.9359112171371,194.82187441115633,99.91256041536967,144.07888309031932,347.1751663618807,691.0238732097539,443.74420983903974,436.69914020046565,649.0264250273287
business,694.3825727061474,584.2321927619018,256.5397508869005,130.46607814500072,431.97339421547434,59.70134641067732,119.54380600371844,112.54726951878973,492.27127983844605,544.2476742077874,580.075766101223,39.53906474142196,611.275188706924,298.32606720617395,189.42789430194617,427.03758450705976,44.98917319126661,955.6105724758958,99.91256041536967,322.5485206837296,65.98700723611896,283.3272374351698,639.2792423974054,393.43706615285913,388.86632969864525,600.3639864124502
the_mainstream_media,634.6200951857456,524.4458116485221,200.54860138005424,89.7553101485256,372.71609540215985,24.810301884045405,66.27457294179554,159.88771727121687,433.1510849963171,484.06411088040244,520.8714713402989,50.19238261663974,552.285541468363,242.9784535996649,131.07305793186651,368.31423324813744,72.1431813572365,896.0313006098972,144.07888309031932,65.98700723611896,273.07528449965304,224.7936681515516,580.1437515472008,334.75035847841195,329.74477996795343,540.9574471661402
autos_and_vehicles,422.3258470693433,312.56683730165616,58.72096106045807,169.37249681007782,167.9830791887789,226.88253357982208,171.3415279849654,378.04133982239244,230.65202791851436,284.74047307958807,302.60613344564973,257.31916200714295,332.0532847804316,71.91659624890325,141.71386681664004,162.45392422656664,289.94193676081727,679.9837117622385,347.1751663618807,283.3272374351698,224.7936681515516,201.76002022768827,364.7587741686991,134.41286958705084,140.34468272872994,329.23918202891457
comedy,71.66522468119393,61.89071559795125,384.96726011036174,516.8532325828305,211.5444874593477,581.668905262139,521.8114079464839,725.5279143977782,161.78367525096837,132.95087158482264,67.65638371192335,610.1686989812836,55.81305592767636,344.01736347006374,467.23922878138563,217.97522316517455,639.4948423271683,318.70909134287547,691.0238732097539,639.2792423974054,580.1437515472008,364.7587741686991,778.5355707305886,248.79184571584685,260.6690288053617,57.09711393475734
default_category,301.4882133483767,192.20135198191744,142.81899394430883,273.69903343653465,40.32555644535686,336.0370791319058,276.0233218182871,482.06047224254326,101.93508874118622,157.72371280486672,192.9789116358169,364.20297987024236,227.35638513256936,101.82281891401212,220.34900939600948,40.82145078421119,393.74467142515215,562.8472457716915,443.74420983903974,393.43706615285913,334.75035847841195,134.41286958705084,248.79184571584685,662.172751512092,30.735811783146094,207.2816002813499
videoblogging,308.5327346237366,202.21221118527117,144.02867277105014,273.3688535471749,52.227549869119734,331.6055923042378,271.61124150046044,476.11596951159754,105.42071530089733,157.1065380322173,207.3300010719762,359.0648860091262,242.56142430755605,107.9056125547245,209.20040037215162,52.709415636515864,387.54801912381674,570.7747072524264,436.69914020046565,388.86632969864525,329.74477996795343,140.34468272872994,260.6690288053617,30.735811783146094,548.3030397565974,215.5378797858803
documentary,95.66864622676019,27.84789942125729,347.2167536427977,479.3989399935971,169.0755513309124,542.8214512154718,482.7340480693687,687.5050917745683,113.39326017546496,82.3396405161701,57.34123897993734,571.0586866226323,72.59214523554499,305.6929984529485,424.0735369214988,175.68512676309015,600.1553981972097,356.10441682810466,649.0264250273287,600.3639864124502,540.9574471661402,329.23918202891457,57.09711393475734,207.2816002813499,215.5378797858803,686.4952972219032
