cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
cluster58,5,0,0,7,8,9,1,0,2,3,1,0,0,9,0,10,1,1,1,1,0,0,1,13,3,1
cluster59,0,0,0,0,0,2,1,0,0,2,1,0,0,0,2,0,0,0,1,1,2,0,0,5,1,2
cluster54,6,0,0,0,1,4,0,0,0,24,0,1,0,0,3,0,1,2,1,0,0,0,2,10,6,4
cluster55,1,3,0,0,2,7,2,1,0,9,3,5,0,0,1,2,3,2,1,1,2,0,1,11,2,1
cluster56,0,1,0,0,4,2,0,0,0,2,0,2,0,1,0,0,1,0,0,0,1,0,0,5,1,1
cluster57,0,5,0,3,4,2,1,0,3,3,1,0,1,0,0,3,0,3,5,0,0,0,4,11,3,3
cluster50,1,1,0,15,3,5,4,2,1,0,0,2,0,4,0,3,1,1,0,2,0,0,0,10,1,0
cluster51,1,8,0,13,4,2,1,0,0,1,0,0,0,0,0,0,1,0,5,0,1,0,1,12,3,4
cluster52,2,0,0,1,4,2,2,0,0,0,0,0,0,0,0,1,0,2,2,1,1,0,0,8,1,3
cluster53,2,14,2,1,4,10,6,2,0,14,2,14,1,2,2,10,4,4,0,4,2,0,3,14,13,3
cluster10,3,1,0,1,1,10,3,1,1,6,1,2,1,2,0,2,2,0,0,2,1,0,1,16,3,2
cluster11,1,4,0,0,1,1,0,1,0,2,0,6,0,1,0,0,0,0,0,0,0,0,0,1,2,2
cluster12,0,1,1,49,0,1,0,0,5,0,1,0,1,10,0,1,0,1,0,2,0,0,0,7,2,1
cluster39,0,4,0,1,0,3,1,0,0,3,0,2,0,0,0,0,1,1,0,2,1,0,1,4,3,4
cluster14,0,6,2,8,1,13,18,1,0,2,0,11,2,3,0,0,3,0,1,0,1,0,7,15,3,3
cluster15,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,3,3
cluster16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
cluster17,1,3,0,6,1,11,5,1,0,1,4,4,0,1,1,2,1,0,0,1,3,0,1,7,2,1
cluster32,3,1,0,12,3,5,1,1,0,0,1,3,2,9,0,0,2,0,0,0,2,0,2,11,0,3
cluster33,4,1,0,0,6,1,2,0,2,11,1,2,0,0,1,1,1,2,1,0,1,0,0,10,4,0
cluster30,0,1,2,6,3,0,3,0,6,3,0,1,4,2,2,2,1,4,11,1,1,1,4,25,17,3
cluster31,0,1,0,0,0,0,0,1,0,3,1,0,0,2,0,0,1,2,1,1,2,0,0,6,3,1
cluster36,1,0,0,0,2,4,2,0,0,6,2,7,0,0,2,1,0,0,0,0,0,0,0,11,2,1
cluster37,1,0,2,4,5,1,8,1,0,4,1,1,18,2,1,2,0,0,0,1,0,4,4,11,2,0
